"CHARGE","compartmentCode","cyId","derivedUnits","EC Number","exponent","FORMULA","GENE_ASSOCIATION","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml type","sbml type ext","scale","selected","shared name","SUBSYSTEM","units","unitSid","value"
"0","2","_576595","substance",,,"C5H9NO4",,,,"O-Acetyl-L-serine",,"_576595",,"O-Acetyl-L-serine",,"e","M_acser_e","species","species",,"false","O-Acetyl-L-serine",,,,
,,"_578760","mmol_per_gDW_per_hr","",,,"b2835",,"R_2AGPG160tipp_FLUX_VALUE","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)",,"_578760",,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)","false",,"R_2AGPG160tipp","reaction","reaction irreversible",,"false","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane",,,
"0","2","_576598","substance",,,"C5H5N5",,,,"Adenine",,"_576598",,"Adenine",,"e","M_ade_e","species","species",,"false","Adenine",,,,
"0","2","_576601","substance",,,"C10H13N5O4",,,,"Adenosine",,"_576601",,"Adenosine",,"e","M_adn_e","species","species",,"false","Adenosine",,,,
,,"_581163","mmol_per_gDW_per_hr","3.1.1.32",,,"b3821",,"R_PLIPA1A180pp_FLUX_VALUE","Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)",,"_581163",,"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)","false",,"R_PLIPA1A180pp","reaction","reaction irreversible",,"false","Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)","Glycerophospholipid Metabolism",,,
,,"_578528","mmol_per_gDW_per_hr","",,,"",,"R_EX_manglyc_LPAREN_e_RPAREN__FLUX_VALUE","2(alpha-D-Mannosyl)-D-glycerate exchange",,"_578528",,"2(alpha-D-Mannosyl)-D-glycerate exchange","true",,"R_EX_manglyc_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","2(alpha-D-Mannosyl)-D-glycerate exchange","",,,
"0","2","_576604","substance",,,"C72H100CoN18O17P",,,,"Adenosylcobalamin",,"_576604",,"Adenosylcobalamin",,"e","M_adocbl_e","species","species",,"false","Adenosylcobalamin",,,,
,,"_579485","mmol_per_gDW_per_hr","3.2.2.8",,,"(b2162 or b0651 or b0030)",,"R_CYTDH_FLUX_VALUE","Cytidine hydrolase",,"_579485",,"Cytidine hydrolase","false",,"R_CYTDH","reaction","reaction irreversible",,"false","Cytidine hydrolase","Alternate Carbon Metabolism",,,
"1","2","_576607","substance",,,"Ag",,,,"silver",,"_576607",,"silver",,"e","M_ag_e","species","species",,"false","silver",,,,
"2","2","_576610","substance",,,"C5H16N4",,,,"Agmatine",,"_576610",,"Agmatine",,"e","M_agm_e","species","species",,"false","Agmatine",,,,
,,"_578949","mmol_per_gDW_per_hr","",,,"(b1817 and b1818 and b1819 and b2415 and b2416)",,"R_ACMANAptspp_FLUX_VALUE","N-acetyl-D-mannosamine transport via PTS  (periplasm)",,"_578949",,"N-acetyl-D-mannosamine transport via PTS  (periplasm)","false",,"R_ACMANAptspp","reaction","reaction irreversible",,"false","N-acetyl-D-mannosamine transport via PTS  (periplasm)","Transport, Inner Membrane",,,
,,"_579879","mmol_per_gDW_per_hr","",,,"",,"R_FECRMR1_FLUX_VALUE","Ferrichrome reductase",,"_579879",,"Ferrichrome reductase","false",,"R_FECRMR1","reaction","reaction irreversible",,"false","Ferrichrome reductase","Inorganic Ion Transport and Metabolism",,,
,,"_579130","mmol_per_gDW_per_hr","2.4.1.25",,,"b3416",,"R_AMALT3_FLUX_VALUE","Amylomaltase (maltopentaose)",,"_579130",,"Amylomaltase (maltopentaose)","false",,"R_AMALT3","reaction","reaction irreversible",,"false","Amylomaltase (maltopentaose)","Alternate Carbon Metabolism",,,
"-2","2","_576613","substance",,,"C5H4O5",,,,"2-Oxoglutarate",,"_576613",,"2-Oxoglutarate",,"e","M_akg_e","species","species",,"false","2-Oxoglutarate",,,,
,,"_581363","mmol_per_gDW_per_hr","2.7.1.35",,,"b2418",,"R_PYDXNK_FLUX_VALUE","pyridoxine kinase",,"_581363",,"pyridoxine kinase","false",,"R_PYDXNK","reaction","reaction irreversible",,"false","pyridoxine kinase","Cofactor and Prosthetic Group Biosynthesis",,,
"0","2","_576616","substance",,,"C3H7NO2",,,,"beta-Alanine",,"_576616",,"beta-Alanine",,"e","M_ala_DASH_B_e","species","species",,"false","beta-Alanine",,,,
,,"_579704","mmol_per_gDW_per_hr","",,,"(b2927 or b1779)",,"R_E4PD_FLUX_VALUE","Erythrose 4-phosphate dehydrogenase",,"_579704",,"Erythrose 4-phosphate dehydrogenase","true",,"R_E4PD","reaction","reaction reversible",,"false","Erythrose 4-phosphate dehydrogenase","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580036","mmol_per_gDW_per_hr","",,,"b2051",,"R_GDPMNH_FLUX_VALUE","GDP-mannose mannosyl hydrolase",,"_580036",,"GDP-mannose mannosyl hydrolase","false",,"R_GDPMNH","reaction","reaction irreversible",,"false","GDP-mannose mannosyl hydrolase","Cell Envelope Biosynthesis",,,
,,"_580971","mmol_per_gDW_per_hr","",,,"",,"R_OMPHHX3_FLUX_VALUE","2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic)",,"_580971",,"2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic)","false",,"R_OMPHHX3","reaction","reaction irreversible",,"false","2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic)","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580211","mmol_per_gDW_per_hr","",,,"s0001",,"R_GTPHs_FLUX_VALUE","GTP amine hydrolysis (spontaneous)",,"_580211",,"GTP amine hydrolysis (spontaneous)","false",,"R_GTPHs","reaction","reaction irreversible",,"false","GTP amine hydrolysis (spontaneous)","Nucleotide Salvage Pathway",,,
"0","2","_576619","substance",,,"C3H7NO2",,,,"D-Alanine",,"_576619",,"D-Alanine",,"e","M_ala_DASH_D_e","species","species",,"false","D-Alanine",,,,
,,"_578288","mmol_per_gDW_per_hr","",,,"",,"R_EX_arg_DASH_L_LPAREN_e_RPAREN__FLUX_VALUE","L-Arginine exchange",,"_578288",,"L-Arginine exchange","true",,"R_EX_arg_DASH_L_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","L-Arginine exchange","",,,
,,"_581763","mmol_per_gDW_per_hr","",,,"b4233",,"R_UM4PL_FLUX_VALUE","UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase",,"_581763",,"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase","false",,"R_UM4PL","reaction","reaction irreversible",,"false","UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase","Murein Recycling",,,
"0","2","_576622","substance",,,"C3H7NO2",,,,"L-Alanine",,"_576622",,"L-Alanine",,"e","M_ala_DASH_L_e","species","species",,"false","L-Alanine",,,,
,,"_578762","mmol_per_gDW_per_hr","",,,"b2835",,"R_2AGPG161tipp_FLUX_VALUE","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)",,"_578762",,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)","false",,"R_2AGPG161tipp","reaction","reaction irreversible",,"false","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane",,,
,,"_580403","mmol_per_gDW_per_hr","",,,"b1091",,"R_KAS15_FLUX_VALUE","beta-ketoacyl-ACP synthase (2)",,"_580403",,"beta-ketoacyl-ACP synthase (2)","false",,"R_KAS15","reaction","reaction irreversible",,"false","beta-ketoacyl-ACP synthase (2)","Membrane Lipid Metabolism",,,
,,"_580778","mmol_per_gDW_per_hr","1.6.5.3",,,"b1109",,"R_NADH5_FLUX_VALUE","NADH dehydrogenase (ubiquinone-8 )",,"_580778",,"NADH dehydrogenase (ubiquinone-8 )","false",,"R_NADH5","reaction","reaction irreversible",,"false","NADH dehydrogenase (ubiquinone-8 )","Oxidative Phosphorylation",,,
"0","2","_576625","substance",,,"C6H12N2O3",,,,"D-Alanyl-D-alanine",,"_576625",,"D-Alanyl-D-alanine",,"e","M_alaala_e","species","species",,"false","D-Alanyl-D-alanine",,,,
,,"_580581","mmol_per_gDW_per_hr","",,,"(b2417 and b1621 and b2415 and b2416)",,"R_MALTptspp_FLUX_VALUE","maltose transport via PEP:Pyr PTS (periplasm)",,"_580581",,"maltose transport via PEP:Pyr PTS (periplasm)","false",,"R_MALTptspp","reaction","reaction irreversible",,"false","maltose transport via PEP:Pyr PTS (periplasm)","Transport, Inner Membrane",,,
,,"_579307","mmol_per_gDW_per_hr","6.3.5.5",,,"(b0032 and b0033)",,"R_CBPS_FLUX_VALUE","carbamoyl-phosphate synthase (glutamine-hydrolysing)",,"_579307",,"carbamoyl-phosphate synthase (glutamine-hydrolysing)","false",,"R_CBPS","reaction","reaction irreversible",,"false","carbamoyl-phosphate synthase (glutamine-hydrolysing)","Arginine and Proline Metabolism",,,
"0","2","_576628","substance",,,"C6H12O6",,,,"D-Allose",,"_576628",,"D-Allose",,"e","M_all_DASH_D_e","species","species",,"false","D-Allose",,,,
,,"_581564","mmol_per_gDW_per_hr","",,,"((b2422 and b2425 and b2424 and b2423) or (b0763 and b0764 and b0765) or (b2422 and b2424 and b2423 and b3917))",,"R_SULabcpp_FLUX_VALUE","sulfate transport via ABC system (periplasm)",,"_581564",,"sulfate transport via ABC system (periplasm)","false",,"R_SULabcpp","reaction","reaction irreversible",,"false","sulfate transport via ABC system (periplasm)","Inorganic Ion Transport and Metabolism",,,
,,"_578529","mmol_per_gDW_per_hr","",,,"",,"R_EX_melib_LPAREN_e_RPAREN__FLUX_VALUE","Melibiose exchange",,"_578529",,"Melibiose exchange","true",,"R_EX_melib_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Melibiose exchange","",,,
"0","2","_576631","substance",,,"C4H6N4O3",,,,"Allantoin",,"_576631",,"Allantoin",,"e","M_alltn_e","species","species",,"false","Allantoin",,,,
,,"_581165","mmol_per_gDW_per_hr","3.1.1.32",,,"b3821",,"R_PLIPA1A181pp_FLUX_VALUE","Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)",,"_581165",,"Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)","false",,"R_PLIPA1A181pp","reaction","reaction irreversible",,"false","Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)","Glycerophospholipid Metabolism",,,
"-2","2","_576634","substance",,,"C10H12N5O7P",,,,"AMP",,"_576634",,"AMP",,"e","M_amp_e","species","species",,"false","AMP",,,,
,,"_579486","mmol_per_gDW_per_hr","",,,"b2066",,"R_CYTDK2_FLUX_VALUE","cytidine kinase (GTP)",,"_579486",,"cytidine kinase (GTP)","false",,"R_CYTDK2","reaction","reaction irreversible",,"false","cytidine kinase (GTP)","Nucleotide Salvage Pathway",,,
"-1","2","_576637","substance",,,"C19H29N2O12",,,,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid",,"_576637",,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid",,"e","M_anhgm_e","species","species",,"false","N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid",,,,
"0","2","_576640","substance",,,"C5H10O5",,,,"L-Arabinose",,"_576640",,"L-Arabinose",,"e","M_arab_DASH_L_e","species","species",,"false","L-Arabinose",,,,
,,"_578950","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_ACMANAtex_FLUX_VALUE","N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)",,"_578950",,"N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)","true",,"R_ACMANAtex","reaction","reaction reversible",,"false","N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_579131","mmol_per_gDW_per_hr","2.4.1.25",,,"b3416",,"R_AMALT4_FLUX_VALUE","Amylomaltase (maltohexaose)",,"_579131",,"Amylomaltase (maltohexaose)","false",,"R_AMALT4","reaction","reaction irreversible",,"false","Amylomaltase (maltohexaose)","Alternate Carbon Metabolism",,,
"0","2","_576643","substance",,,"C12H16O7",,,,"Arbutin",,"_576643",,"Arbutin",,"e","M_arbt_e","species","species",,"false","Arbutin",,,,
,,"_579880","mmol_per_gDW_per_hr","",,,"",,"R_FECRMR2_FLUX_VALUE","Ferrichrome reductase",,"_579880",,"Ferrichrome reductase","false",,"R_FECRMR2","reaction","reaction irreversible",,"false","Ferrichrome reductase","Inorganic Ion Transport and Metabolism",,,
,,"_578289","mmol_per_gDW_per_hr","",,,"",,"R_EX_ascb_DASH_L_LPAREN_e_RPAREN__FLUX_VALUE","L-Ascorbate exchange",,"_578289",,"L-Ascorbate exchange","true",,"R_EX_ascb_DASH_L_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","L-Ascorbate exchange","",,,
"-3","2","_576646","substance",,,"C22H33N4O13",,,,"aerobactin minus Fe3",,"_576646",,"aerobactin minus Fe3",,"e","M_arbtn_e","species","species",,"false","aerobactin minus Fe3",,,,
,,"_581364","mmol_per_gDW_per_hr","",,,"(b2215 or b0929 or b1377 or b0241)",,"R_PYDXNtex_FLUX_VALUE","pyridoxine transport via diffusion (extracellular)",,"_581364",,"pyridoxine transport via diffusion (extracellular)","true",,"R_PYDXNtex","reaction","reaction reversible",,"false","pyridoxine transport via diffusion (extracellular)","Transport, Outer Membrane Porin",,,
"0","2","_576649","substance",,,"C22H33FeN4O13",,,,"Aerobactin",,"_576649",,"Aerobactin",,"e","M_arbtn_DASH_fe3_e","species","species",,"false","Aerobactin",,,,
,,"_580212","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_GTPtex_FLUX_VALUE","GTP transport via diffusion (extracellular to periplasm)",,"_580212",,"GTP transport via diffusion (extracellular to periplasm)","true",,"R_GTPtex","reaction","reaction reversible",,"false","GTP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_579705","mmol_per_gDW_per_hr","1.3.1.9",,,"b1288",,"R_EAR100x_FLUX_VALUE","enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)",,"_579705",,"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)","false",,"R_EAR100x","reaction","reaction irreversible",,"false","enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)","Cell Envelope Biosynthesis",,,
,,"_580037","mmol_per_gDW_per_hr","",,,"b2467",,"R_GDPMNP_FLUX_VALUE","GDP-mannose phyrophosphatase",,"_580037",,"GDP-mannose phyrophosphatase","false",,"R_GDPMNP","reaction","reaction irreversible",,"false","GDP-mannose phyrophosphatase","Cell Envelope Biosynthesis",,,
,,"_578763","mmol_per_gDW_per_hr","",,,"b2835",,"R_2AGPG180tipp_FLUX_VALUE","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)",,"_578763",,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)","false",,"R_2AGPG180tipp","reaction","reaction irreversible",,"false","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane",,,
"1","2","_576652","substance",,,"C6H15N4O2",,,,"L-Arginine",,"_576652",,"L-Arginine",,"e","M_arg_DASH_L_e","species","species",,"false","L-Arginine",,,,
,,"_580973","mmol_per_gDW_per_hr","4.2.1.80",,,"b0350",,"R_OP4ENH_FLUX_VALUE","2-oxopent-4-enoate hydratase",,"_580973",,"2-oxopent-4-enoate hydratase","false",,"R_OP4ENH","reaction","reaction irreversible",,"false","2-oxopent-4-enoate hydratase","Alternate Carbon Metabolism",,,
,,"_578531","mmol_per_gDW_per_hr","",,,"",,"R_EX_meoh_LPAREN_e_RPAREN__FLUX_VALUE","methanol exchange",,"_578531",,"methanol exchange","true",,"R_EX_meoh_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","methanol exchange","",,,
"0","2","_576655","substance",,,"C6H8O6",,,,"L-Ascorbate",,"_576655",,"L-Ascorbate",,"e","M_ascb_DASH_L_e","species","species",,"false","L-Ascorbate",,,,
,,"_580779","mmol_per_gDW_per_hr","1.6.5.3",,,"b1109",,"R_NADH9_FLUX_VALUE","NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)",,"_580779",,"NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)","false",,"R_NADH9","reaction","reaction irreversible",,"false","NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)","Oxidative Phosphorylation",,,
,,"_581765","mmol_per_gDW_per_hr","2.7.4.14",,,"(b0910 or b0171)",,"R_UMPK_FLUX_VALUE","UMP kinase",,"_581765",,"UMP kinase","true",,"R_UMPK","reaction","reaction reversible",,"false","UMP kinase","Nucleotide Salvage Pathway",,,
,,"_580582","mmol_per_gDW_per_hr","",,,"b4036",,"R_MALTtexi_FLUX_VALUE","maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible",,"_580582",,"maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible","false",,"R_MALTtexi","reaction","reaction irreversible",,"false","maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible","Transport, Outer Membrane",,,
,,"_580404","mmol_per_gDW_per_hr","2.7.7.38",,,"b0918",,"R_KDOCT2_FLUX_VALUE","3-deoxy-manno-octulosonate cytidylyltransferase",,"_580404",,"3-deoxy-manno-octulosonate cytidylyltransferase","false",,"R_KDOCT2","reaction","reaction irreversible",,"false","3-deoxy-manno-octulosonate cytidylyltransferase","Lipopolysaccharide Biosynthesis / Recycling",,,
"0","2","_576658","substance",,,"C4H8N2O3",,,,"L-Asparagine",,"_576658",,"L-Asparagine",,"e","M_asn_DASH_L_e","species","species",,"false","L-Asparagine",,,,
"-3","2","_576661","substance",,,"AsO3",,,,"arsenite",,"_576661",,"arsenite",,"e","M_aso3_e","species","species",,"false","arsenite",,,,
,,"_581565","mmol_per_gDW_per_hr","",,,"b0954",,"R_T2DECAI_FLUX_VALUE","trans-2-decenoyl-ACP isomerase",,"_581565",,"trans-2-decenoyl-ACP isomerase","true",,"R_T2DECAI","reaction","reaction reversible",,"false","trans-2-decenoyl-ACP isomerase","Cell Envelope Biosynthesis",,,
,,"_581166","mmol_per_gDW_per_hr","3.1.1.32",,,"b3821",,"R_PLIPA1E120pp_FLUX_VALUE","Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)",,"_581166",,"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)","false",,"R_PLIPA1E120pp","reaction","reaction irreversible",,"false","Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)","Glycerophospholipid Metabolism",,,
,,"_579309","mmol_per_gDW_per_hr","",,,"b0444",,"R_CCGS_FLUX_VALUE","7-cyano-7-carbaguanine synthase",,"_579309",,"7-cyano-7-carbaguanine synthase","false",,"R_CCGS","reaction","reaction irreversible",,"false","7-cyano-7-carbaguanine synthase","Cofactor and Prosthetic Group Biosynthesis",,,
"-1","2","_576664","substance",,,"C4H6NO4",,,,"L-Aspartate",,"_576664",,"L-Aspartate",,"e","M_asp_DASH_L_e","species","species",,"false","L-Aspartate",,,,
,,"_579487","mmol_per_gDW_per_hr","",,,"(b2393 or b2964)",,"R_CYTDt2pp_FLUX_VALUE","cytidine transport in via proton symport (periplasm)",,"_579487",,"cytidine transport in via proton symport (periplasm)","false",,"R_CYTDt2pp","reaction","reaction irreversible",,"false","cytidine transport in via proton symport (periplasm)","Transport, Inner Membrane",,,
"-1","2","_576667","substance",,,"C10H15N2O3S",,,,"Biotin",,"_576667",,"Biotin",,"e","M_btn_e","species","species",,"false","Biotin",,,,
,,"_578951","mmol_per_gDW_per_hr","",,,"(b2417 and b2429 and b2415 and b2416)",,"R_ACMUMptspp_FLUX_VALUE","N-acetylmuramate transport via PEP:Pyr PTS (periplasm)",,"_578951",,"N-acetylmuramate transport via PEP:Pyr PTS (periplasm)","false",,"R_ACMUMptspp","reaction","reaction irreversible",,"false","N-acetylmuramate transport via PEP:Pyr PTS (periplasm)","Transport, Inner Membrane",,,
"-1","2","_576670","substance",,,"C4H7O2",,,,"Butyrate (n-C4:0)",,"_576670",,"Butyrate (n-C4:0)",,"e","M_but_e","species","species",,"false","Butyrate (n-C4:0)",,,,
,,"_578291","mmol_per_gDW_per_hr","",,,"",,"R_EX_asn_DASH_L_LPAREN_e_RPAREN__FLUX_VALUE","L-Asparagine exchange",,"_578291",,"L-Asparagine exchange","true",,"R_EX_asn_DASH_L_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","L-Asparagine exchange","",,,
,,"_581366","mmol_per_gDW_per_hr","",,,"",,"R_PYDXNtpp_FLUX_VALUE","pyridoxine import",,"_581366",,"pyridoxine import","false",,"R_PYDXNtpp","reaction","reaction irreversible",,"false","pyridoxine import","Transport, Inner Membrane",,,
,,"_579133","mmol_per_gDW_per_hr","",,,"b3223",,"R_AMANAPEr_FLUX_VALUE","N-acetylmannosamine 6-phosphate epimerase",,"_579133",,"N-acetylmannosamine 6-phosphate epimerase","true",,"R_AMANAPEr","reaction","reaction reversible",,"false","N-acetylmannosamine 6-phosphate epimerase","Alternate Carbon Metabolism",,,
"-1","2","_576673","substance",,,"C4H9O3S",,,,"butanesulfonate",,"_576673",,"butanesulfonate",,"e","M_butso3_e","species","species",,"false","butanesulfonate",,,,
"2","2","_576676","substance",,,"Ca",,,,"Calcium",,"_576676",,"Calcium",,"e","M_ca2_e","species","species",,"false","Calcium",,,,
,,"_580214","mmol_per_gDW_per_hr","4.6.1.2",,,"",,"R_GUACYC_FLUX_VALUE","guanylate cyclase",,"_580214",,"guanylate cyclase","false",,"R_GUACYC","reaction","reaction irreversible",,"false","guanylate cyclase","Nucleotide Salvage Pathway",,,
,,"_578765","mmol_per_gDW_per_hr","",,,"b2835",,"R_2AGPG181tipp_FLUX_VALUE","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)",,"_578765",,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)","false",,"R_2AGPG181tipp","reaction","reaction irreversible",,"false","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)","Transport, Inner Membrane",,,
,,"_579881","mmol_per_gDW_per_hr","",,,"",,"R_FECRMR3_FLUX_VALUE","Ferrichrome reductase",,"_579881",,"Ferrichrome reductase","false",,"R_FECRMR3","reaction","reaction irreversible",,"false","Ferrichrome reductase","Inorganic Ion Transport and Metabolism",,,
