"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","mean.min.bet","mean.max.bet","mean.mean.bet","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","connection_onoff"
"Small/medium-scale PPI","Meropenem_Novobiocin",5.5,2.1,2.8,8.3,5.55,"0",268.4068,3002.6864,1635.5466,"Meropenem","Novobiocin","Meropenem-Novobiocin","MEM","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07408943,-0.1000427,-0.1620225,-0.02512526,0.04914106,-0.0358273,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,4,0.0014377877458812,"Additivity","connected"
"High-throughput PPI","Meropenem_Novobiocin",2.8333,12.5833,12.75,43.4167,28.0833,"0",9052.1061,45738.7265,27395.4163,"Meropenem","Novobiocin","Meropenem-Novobiocin","MEM","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07408943,-0.1000427,-0.1620225,-0.02512526,0.04914106,-0.0358273,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,4,0.0014377877458812,"Additivity","connected"
"Similar genomic context","Meropenem_Novobiocin",2.6667,17,17,26.3333,21.6667,"1",6153.6344,15945.2093,11049.4218,"Meropenem","Novobiocin","Meropenem-Novobiocin","MEM","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07408943,-0.1000427,-0.1620225,-0.02512526,0.04914106,-0.0358273,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,4,0.0014377877458812,"Additivity","connected"
"Co-functional (EcoCyc/GO-BP)","Meropenem_Novobiocin",1.5,20,20,53.8333,36.9167,"1",1165.2648,19939.8701,10552.5674,"Meropenem","Novobiocin","Meropenem-Novobiocin","MEM","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07408943,-0.1000427,-0.1620225,-0.02512526,0.04914106,-0.0358273,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,4,0.0014377877458812,"Additivity","connected"
"Co-functional (GO-BP)","Meropenem_Novobiocin",1.5,20,20,48.6667,34.3333,"1",839.1163,12093.791,6466.4536,"Meropenem","Novobiocin","Meropenem-Novobiocin","MEM","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07408943,-0.1000427,-0.1620225,-0.02512526,0.04914106,-0.0358273,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,4,0.0014377877458812,"Additivity","connected"
"Co-expression","Meropenem_Novobiocin",2.5833,22.25,22.25,58.5833,40.4167,"0",2613.3576,8919.1792,5766.2684,"Meropenem","Novobiocin","Meropenem-Novobiocin","MEM","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07408943,-0.1000427,-0.1620225,-0.02512526,0.04914106,-0.0358273,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,4,0.0014377877458812,"Additivity","connected"
"EN:allnetworks","Meropenem_Novobiocin",1.9167,49.9167,49.9167,75.0833,62.5,"1",3267.5474,5660.1918,4463.8696,"Meropenem","Novobiocin","Meropenem-Novobiocin","MEM","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07408943,-0.1000427,-0.1620225,-0.02512526,0.04914106,-0.0358273,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,4,0.0014377877458812,"Additivity","connected"
"Co-occurence of prot. domains","Meropenem_Penicillin G",Inf,0.3333,1,2.3333,1.6667,"1",0,0,0,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Meropenem_Penicillin G",5.8333,1,1.1667,2.3333,1.75,"0",0,872,436,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Meropenem_Penicillin G",2.8,1.6,2,7.2,4.6,"1",207.8068,865.8203,536.8135,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"High-throughput PPI","Meropenem_Penicillin G",3.5333,6.8667,6.9333,32.4,19.6667,"0",2645.0598,37472.5534,20058.8066,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-expression","Meropenem_Penicillin G",3.4,9.5333,9.5333,42.1333,25.8333,"0",772.6031,5365.136,3068.8695,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Similar genomic context","Meropenem_Penicillin G",3.0667,13.1333,13.1333,25.5333,19.3333,"0",2944.0459,13562.154,8253.0999,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional(EcoCyc)","Meropenem_Penicillin G",1,15,15,15,15,"1",0,0,0,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional (GO-BP)","Meropenem_Penicillin G",1.2,38.0667,39.6667,57.6667,48.6667,"1",6550.9088,17636.6732,12093.791,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Meropenem_Penicillin G",1.0667,43.6667,45,62.6667,53.8333,"1",11165.3689,28714.3712,19939.8701,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"EN:allnetworks","Meropenem_Penicillin G",1.4667,48.4667,48.4667,85.5333,67,"1",2751.5058,5860.5012,4306.0035,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-citation","Meropenem_Penicillin G",1.4,69.5,69.5,153.3,111.4,"1",1357.6787,9049.1332,5203.406,"Meropenem","Penicillin G","Meropenem-Penicillin G","MEM","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.02239098,-0.111268,-0.32836,-0.2719915,-0.04916367,0.02580409,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-occurence of prot. domains","Meropenem_Piperacillin",Inf,0.3333,1,2.3333,1.6667,"1",0,0,0,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Meropenem_Piperacillin",5.8333,1,1.1667,2.3333,1.75,"0",0,872,436,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Meropenem_Piperacillin",2.8,1.6,2,7.2,4.6,"1",207.8068,865.8203,536.8135,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"High-throughput PPI","Meropenem_Piperacillin",3.5333,6.8667,6.9333,32.4,19.6667,"0",2645.0598,37472.5534,20058.8066,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-expression","Meropenem_Piperacillin",3.4,9.5333,9.5333,42.1333,25.8333,"0",772.6031,5365.136,3068.8695,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Similar genomic context","Meropenem_Piperacillin",3.0667,13.1333,13.1333,25.5333,19.3333,"0",2944.0459,13562.154,8253.0999,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional(EcoCyc)","Meropenem_Piperacillin",1,15,15,15,15,"1",0,0,0,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional (GO-BP)","Meropenem_Piperacillin",1.2,38.0667,39.6667,57.6667,48.6667,"1",6550.9088,17636.6732,12093.791,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Meropenem_Piperacillin",1.0667,43.6667,45,62.6667,53.8333,"1",11165.3689,28714.3712,19939.8701,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"EN:allnetworks","Meropenem_Piperacillin",1.4667,48.4667,48.4667,85.5333,67,"1",2751.5058,5860.5012,4306.0035,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-citation","Meropenem_Piperacillin",1.4,69.5,69.5,153.3,111.4,"1",1357.6787,9049.1332,5203.406,"Meropenem","Piperacillin","Meropenem-Piperacillin","MEM","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.07309792,-0.1615542,-0.4427424,-0.2964755,0.0294608,-0.08408914,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Meropenem_Rifampicin",4,2.2,2.8,6.3,4.55,"0",536.8135,3314.3194,1925.5665,"Meropenem","Rifampicin","Meropenem-Rifampicin","MEM","RIF",0,"beta-lactam","RNA polymerase","beta-lactam-RNA polymerase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.06316727,0.3178231,0.1586108,-0.03873791,-0.04706402,-0.02758615,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","S","S","S","S","S","S","S","R","SS","SS","SS","SS","SS","SR",-1,-1,-1,-1,-1,0,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,1,0.00354172479112979,"Additivity-Antagonism","connected"
"Similar genomic context","Meropenem_Rifampicin",3,15.75,15.75,24.5833,20.1667,"0",2744.7024,9408.1278,6076.4151,"Meropenem","Rifampicin","Meropenem-Rifampicin","MEM","RIF",0,"beta-lactam","RNA polymerase","beta-lactam-RNA polymerase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.06316727,0.3178231,0.1586108,-0.03873791,-0.04706402,-0.02758615,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","S","S","S","S","S","S","S","R","SS","SS","SS","SS","SS","SR",-1,-1,-1,-1,-1,0,-5,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,1,0.00354172479112979,"Additivity-Antagonism","connected"
