"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1","Drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","processprocess","us","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","connection_onoff"
"Similar phylogenetic profiles","A22_Piperacillin",5,1.5,1.75,25,13.375,"0","A22","Piperacillin","A22","PIP","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.11041605,-0.293930926,-0.299813582,-0.40844168,-0.052077011,-0.119323727,"Additivity","Additivity","Synergy",0,-1,-1,-1,0,-1,-4,"S","S","S","S","R","S","R","S","S","S","S","S","SR","SS","SS","SS","RS","SS",0,-1,-1,-1,0,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.3,0.3,1,1,2,3,"connected"
"Similar phylogenetic profiles","A22_Sulfamonomethoxine",2,3,3,25,14,"0","A22","Sulfamonomethoxine","A22","SMM","other cell wall","folic acid biosynthesis","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",-0.112852862,0.060780681,0.088924032,0.055928693,0.061406365,0.051615801,"Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,50,50,50,50,100,100,"connected"
"Similar phylogenetic profiles","A22_Triclosan",3,13,13,25,19,"0","A22","Triclosan","A22","TRI","other cell wall","other membrane","cell wall","membrane","research used drug","anti-infective","cell wall-membrane",0,"anti-infective-research used drug",-0.055067788,-0.045791726,0.075300014,-0.029416923,-0.018755827,-0.028013669,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Similar phylogenetic profiles","A22_Trimethoprim",3,7,7,25,16,"0","A22","Trimethoprim","A22","TMP","other cell wall","folic acid biosynthesis","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",-0.217299848,-0.107507106,0.150247659,0.14973366,0.044874263,0.059144403,"Synergy","Additivity","Additivity",-1,0,1,1,0,0,1,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar phylogenetic profiles","Amoxicillin_Aztreonam",5.8333,1,1.1667,2.3333,1.75,"0","Amoxicillin","Aztreonam","AMX","ATM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.524618664,-0.290350251,-0.29869208,-0.540616504,-0.072012457,0.054671314,"Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.05,0.05,0.05,0.05,3,5,"connected"
"Similar phylogenetic profiles","Amoxicillin_Cefaclor",5.8333,1,1.1667,2.3333,1.75,"0","Amoxicillin","Cefaclor","AMX","CEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.472272507,-0.248875028,-0.513641019,-0.281048583,0.046779061,-0.031870194,"Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,1,1,0.5,0.5,4,4,"connected"
"Similar phylogenetic profiles","Amoxicillin_Cefotaxime",5.8333,1,1.1667,2.3333,1.75,"0","Amoxicillin","Cefotaxime","AMX","CTX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.250080619,-0.327234559,-0.067229408,-0.059627303,0.212055174,-0.077344339,"Synergy","Antagonism","Additivity",-1,-1,0,0,1,0,-1,"S","S","R","R","R","R","S","S","R","R","S","R","SS","SS","RR","RR","RS","RR",-1,-1,1,1,0,1,1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.01,0.01,0.01,0.01,5,5,"connected"
"Similar phylogenetic profiles","Amoxicillin_Cephalexin",5.8333,1,1.1667,2.3333,1.75,"0","Amoxicillin","Cephalexin","AMX","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.061360214,0.052226283,-0.081519808,-0.080239589,-0.057792451,-0.029760282,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,10,10,10,10,16,16,"connected"
"Similar phylogenetic profiles","Amoxicillin_Ciprofloxacin",5.5,1.5,1.75,8,4.875,"0","Amoxicillin","Ciprofloxacin","AMX","CIP","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.073230637,0.085121072,0.112760117,-0.047860774,0.097174327,0.266802603,"Additivity","Additivity","Antagonism",0,0,1,0,0,1,2,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.01,0.01,0.015,0.015,1.25,0.08,"connected"
"Similar phylogenetic profiles","Amoxicillin_Clindamycin",4.75,1.5,1.75,18,9.875,"0","Amoxicillin","Clindamycin","AMX","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.030957953,0.050095461,0.071414506,0.049736472,-0.026826428,0.027875292,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","S","S","R","R","SR","SR","RS","RS","RR","RR",0,0,0,0,1,1,2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,2,2,2,2,2,2,"connected"
"Similar phylogenetic profiles","Amoxicillin_Imipenem",5.8333,1,1.1667,2.3333,1.75,"0","Amoxicillin","Imipenem","AMX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.105926127,-0.202354674,-0.321397596,-0.157550957,-0.057216058,-0.048262283,"Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.125,0.125,0.125,0.125,3,0.75,"connected"
"Similar phylogenetic profiles","Amoxicillin_Levofloxacin",5.4375,1.5,1.75,8.25,5,"0","Amoxicillin","Levofloxacin","AMX","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.041196462,0.104154232,0.075445848,0.071997404,0.09200542,0.213789549,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.04,0.04,0.08,0.08,2,0.5,"connected"
"Similar phylogenetic profiles","Amoxicillin_Mecillinam",5.6667,1,1.3333,2.3333,1.8333,"0","Amoxicillin","Mecillinam","AMX","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.191183394,-0.138135399,-0.469801302,-0.441930634,-0.026747104,0.029940943,"Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.06,0.06,0.06,0.06,2,2,"connected"
"Similar phylogenetic profiles","Amoxicillin_Meropenem",5.8333,1,1.1667,2.3333,1.75,"0","Amoxicillin","Meropenem","AMX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.150878137,-0.127733475,-0.372150374,-0.290776153,0.073021789,-0.042094051,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.08,0.04,0.08,0.04,1,0.25,"connected"
"Similar phylogenetic profiles","Amoxicillin_Metformin",5.5,1.25,1.5,2.25,1.875,"0","Amoxicillin","Metformin","AMX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug","cell wall-human",0,"antibiotic-human-targeted drug",0.244481275,0.174963722,0.04650243,-0.049882376,-0.064780163,-0.081837398,"Antagonism","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,12916,12916,38748,38748,25832,25832,"connected"
"Similar phylogenetic profiles","Amoxicillin_Moxifloxacin",5.4375,1.5,1.75,8.25,5,"0","Amoxicillin","Moxifloxacin","AMX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.159454576,0.183461778,0.10857565,0.05856352,0.042572221,0.079342136,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","R","S","SS","SS","RS","RS","RR","RS",-1,-1,0,0,1,0,-1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.08,0.08,0.08,0.08,0.5,0.5,"connected"
"Similar phylogenetic profiles","Amoxicillin_Novobiocin",5.5,1.5,1.75,8,4.875,"0","Amoxicillin","Novobiocin","AMX","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.066903584,-0.065558675,0.082819994,-0.054962249,0.045879939,-0.023972867,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","R","S","R","R","SS","SS","RR","RS","RR","RR",-1,-1,1,0,1,1,1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,20,20,20,20,20,20,"connected"
"Similar phylogenetic profiles","Amoxicillin_Penicillin G",5.8333,1,1.1667,2.3333,1.75,"0","Amoxicillin","Penicillin G","AMX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.095728565,-0.218339027,-0.285003647,-0.263337696,-0.096389369,-0.020774024,"Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","R","R","R","R","R","S","S","S","R","R","SR","SS","RS","RS","RR","RR",0,-1,0,0,1,1,1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,5,5,1.25,1.25,10,10,"connected"
"Similar phylogenetic profiles","Amoxicillin_Piperacillin",5.8333,1,1.1667,2.3333,1.75,"0","Amoxicillin","Piperacillin","AMX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.185511961,-0.293649022,-0.473645304,-0.594606308,0.314074822,0.081068472,"Synergy","Antagonism","Additivity",-1,-1,-1,-1,1,0,-3,"S","S","R","R","R","R","R","S","S","S","S","S","SR","SS","RS","RS","RS","RS",0,-1,0,0,0,0,-1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.3,0.3,1,1,2,3,"connected"
"Similar phylogenetic profiles","Amoxicillin_Sulfamonomethoxine",5.25,1.5,1.75,3,2.375,"0","Amoxicillin","Sulfamonomethoxine","AMX","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.047994639,-0.046296549,-0.050586416,-0.089903089,-0.033508523,-0.034663075,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,50,50,50,50,100,100,"connected"
"Similar phylogenetic profiles","Amoxicillin_Triclosan",4.75,1.5,1.75,13,7.375,"0","Amoxicillin","Triclosan","AMX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective","cell wall-membrane",0,"anti-infective-antibiotic",-0.12002459,-0.112074375,0.053588973,-0.076335029,0.030824085,0.069918062,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Similar phylogenetic profiles","Amoxicillin_Trimethoprim",5,1.5,1.75,7,4.375,"0","Amoxicillin","Trimethoprim","AMX","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.168981691,0.092046379,0.115637791,0.093074035,-0.034292259,-0.025290124,"Synergy","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar phylogenetic profiles","Aztreonam_Cefaclor",5.8333,1,1.1667,2.3333,1.75,"0","Aztreonam","Cefaclor","ATM","CEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.601241705,-0.540875146,-0.457219817,-0.371843254,-0.05145117,-0.05087855,"Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,1,1,0.5,0.5,4,4,"connected"
"Similar phylogenetic profiles","Aztreonam_Cefotaxime",5.8333,1,1.1667,2.3333,1.75,"0","Aztreonam","Cefotaxime","ATM","CTX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.155475145,-0.336561517,-0.02620361,-0.115233669,-0.090936121,-0.072521974,"Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","S","S","S","S","S","S","R","R","S","R","SS","SS","SR","SR","SS","SR",-1,-1,0,0,-1,0,-3,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.01,0.01,0.01,0.01,5,5,"connected"
"Similar phylogenetic profiles","Aztreonam_Cephalexin",5.8333,1,1.1667,2.3333,1.75,"0","Aztreonam","Cephalexin","ATM","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.044439867,-0.055188978,0.046077656,0.032785285,0.108489495,0.040785989,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,10,10,10,10,16,16,"connected"
"Similar phylogenetic profiles","Aztreonam_Ciprofloxacin",5.5,1.5,1.75,8,4.875,"0","Aztreonam","Ciprofloxacin","ATM","CIP","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.101093768,0.136559107,0.077878085,0.072436371,0.055305973,0.108441266,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.01,0.01,0.015,0.015,1.25,0.08,"connected"
"Similar phylogenetic profiles","Aztreonam_Clindamycin",4.75,1.5,1.75,18,9.875,"0","Aztreonam","Clindamycin","ATM","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.092358931,0.12723942,0.031006865,0.03129036,0.037227431,-0.049134199,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","S","S","R","R","S","S","R","R","SR","SR","SS","SS","SR","SR",0,0,-1,-1,0,0,-2,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,2,2,2,2,2,2,"connected"
"Similar phylogenetic profiles","Aztreonam_Imipenem",5.8333,1,1.1667,2.3333,1.75,"0","Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Antagonism","Synergy",0,0,0,0,1,-1,0,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.125,0.125,0.125,0.125,3,0.75,"connected"
"Similar phylogenetic profiles","Aztreonam_Levofloxacin",5.4375,1.5,1.75,8.25,5,"0","Aztreonam","Levofloxacin","ATM","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.035450728,0.158679391,0,0,-0.102755396,0.013925454,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.04,0.04,0.08,0.08,2,0.5,"connected"
"Similar phylogenetic profiles","Aztreonam_Mecillinam",5.6667,1,1.3333,2.3333,1.8333,"0","Aztreonam","Mecillinam","ATM","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.106645663,-0.112402006,-0.213392723,-0.340075653,-0.06854588,0.038593499,"Additivity","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.06,0.06,0.06,0.06,2,2,"connected"
"Similar phylogenetic profiles","Aztreonam_Meropenem",5.8333,1,1.1667,2.3333,1.75,"0","Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,"connected"
"Similar phylogenetic profiles","Aztreonam_Metformin",5.5,1.25,1.5,2.25,1.875,"0","Aztreonam","Metformin","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug","cell wall-human",0,"antibiotic-human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Synergy",0,0,1,1,0,-1,1,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,"connected"
"Similar phylogenetic profiles","Aztreonam_Moxifloxacin",5.4375,1.5,1.75,8.25,5,"0","Aztreonam","Moxifloxacin","ATM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.024540586,0.169091572,0.136696742,0.096595528,0.038096708,0.088265502,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","S","S","R","S","SS","SS","SS","SS","SR","SS",-1,-1,-1,-1,0,-1,-5,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.08,0.08,0.08,0.08,0.5,0.5,"connected"
"Similar phylogenetic profiles","Aztreonam_Novobiocin",5.5,1.5,1.75,8,4.875,"0","Aztreonam","Novobiocin","ATM","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.278791506,0.168244286,-0.03763628,0.052546239,-0.096309589,-0.045831733,"Antagonism","Additivity","Additivity",1,1,0,0,0,0,2,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,20,20,20,20,20,20,"connected"
"Similar phylogenetic profiles","Aztreonam_Penicillin G",5.8333,1,1.1667,2.3333,1.75,"0","Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Additivity","Additivity",-1,-1,0,0,0,0,-2,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,5,5,1.25,1.25,10,10,"connected"
"Similar phylogenetic profiles","Aztreonam_Piperacillin",5.8333,1,1.1667,2.3333,1.75,"0","Aztreonam","Piperacillin","ATM","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.053355493,-0.121160695,0.128948557,-0.33471982,-0.149094916,-0.264765758,"Additivity","Additivity","Synergy",0,0,0,-1,0,-1,-2,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.3,0.3,1,1,2,3,"connected"
"Similar phylogenetic profiles","Aztreonam_Sulfamonomethoxine",5.25,1.5,1.75,3,2.375,"0","Aztreonam","Sulfamonomethoxine","ATM","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.132319334,-0.133433702,0.052662782,0.113159173,0.046057832,0.054357816,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,50,50,50,50,100,100,"connected"
"Similar phylogenetic profiles","Aztreonam_Triclosan",4.75,1.5,1.75,13,7.375,"0","Aztreonam","Triclosan","ATM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective","cell wall-membrane",0,"anti-infective-antibiotic",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Similar phylogenetic profiles","Aztreonam_Trimethoprim",5,1.5,1.75,7,4.375,"0","Aztreonam","Trimethoprim","ATM","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.110201345,0.240060197,0.125510127,0.071394699,0.067658294,0.10073066,"Additivity","Additivity","Additivity",0,1,1,0,0,0,2,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1,"connected"
"Similar phylogenetic profiles","Cefaclor_Cefotaxime",5.8333,1,1.1667,2.3333,1.75,"0","Cefaclor","Cefotaxime","CEC","CTX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.091854508,-0.205169976,-0.209889693,-0.09547083,-0.062511121,-0.072831418,"Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","R","R","S","S","R","R","S","R","SS","SS","SR","SR","RS","RR",-1,-1,0,0,0,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.01,0.01,0.01,0.01,5,5,"connected"
