"boundaryCondition","chebi","compartmentCode","constant","cyId","derivedUnits","ec-code","exponent","fast","go","iJO1366","isbn","kegg.compound","kegg.genes","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml initial concentration","sbml type","sbml type ext","sbo","scale","selected","shared name","size","uniprot","units","unitSid","value"
,,,,"meta_r_0418","invalid","2.7.7.41",,"false",,,,,,,"cell*r_0418_Vmax*(s_0575*s_0075-s_0513*s_0783/r_0418_Keq)/(r_0418_Km0575*r_0418_Km0075)/(((1+s_0575/r_0418_Km0575)*(1+s_0075/r_0418_Km0075)+(1+s_0513/r_0418_Km0513)*(1+s_0783/r_0418_Km0783))-1)","CDP-diacylglycerol synthetase (n-C16:0)",,"meta_r_0418",,"CDP-diacylglycerol synthetase (n-C16:0)","true",,"r_0418",,"reaction","reaction reversible","SBO:0000176",,"false","CDP-diacylglycerol synthetase (n-C16:0)",,,,,
,,,,"meta_r_0179","invalid",,,"false",,,,,,,"cell*r_0179_Vmax*(s_0342*s_1333-s_0313*s_0867^2*s_1334/r_0179_Keq)/(r_0179_Km0342*r_0179_Km1333)/(((1+s_0342/r_0179_Km0342)*(1+s_1333/r_0179_Km1333)+(1+s_0313/r_0179_Km0313)*(1+s_0867/r_0179_Km0867)^2*(1+s_1334/r_0179_Km1334))-1)","4-amino-2-methyl-5-phosphomethylpyrimidine synthetase",,"meta_r_0179",,"4-amino-2-methyl-5-phosphomethylpyrimidine synthetase","true",,"r_0179",,"reaction","reaction reversible","SBO:0000176",,"false","4-amino-2-methyl-5-phosphomethylpyrimidine synthetase",,,,,
"true",,"1","true","meta_e_1254","substance",,,,,,,,"eco:b3994",,,"thiC",,"meta_e_1254",,"thiC",,"cell","e_1254","0.001","species","species","SBO:0000252",,"false","thiC",,"P30136",,,"0.001"
,,,,"meta_r_0233","invalid","2.3.1.16",,"false",,,,,,,"cell*r_0233_Vmax*(s_0395*s_0790-s_0305*s_0555/r_0233_Keq)/(r_0233_Km0395*r_0233_Km0790)/(((1+s_0395/r_0233_Km0395)*(1+s_0790/r_0233_Km0790)+(1+s_0305/r_0233_Km0305)*(1+s_0555/r_0233_Km0555))-1)","acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)",,"meta_r_0233",,"acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)","true",,"r_0233",,"reaction","reaction reversible","SBO:0000176",,"false","acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)",,,,,
,,,,"meta_r_1392","invalid","2.7.7.23",,"false",,,,,,,"cell*r_1392_Vmax*(s_1287*s_1792-s_0783*s_1745/r_1392_Keq)/(r_1392_Km1287*r_1392_Km1792)/(((1+s_1287/r_1392_Km1287)*(1+s_1792/r_1392_Km1792)+(1+s_0783/r_1392_Km0783)*(1+s_1745/r_1392_Km1745))-1)","UDP-N-acetylglucosamine diphosphorylase",,"meta_r_1392",,"UDP-N-acetylglucosamine diphosphorylase","true",,"r_1392",,"reaction","reaction reversible","SBO:0000176",,"false","UDP-N-acetylglucosamine diphosphorylase",,,,,
"true",,"1","true","meta_e_1150","substance",,,,,,,,"eco:b3730",,,"glmU",,"meta_e_1150",,"glmU",,"cell","e_1150","0.001","species","species","SBO:0000252",,"false","glmU",,"P0ACC7",,,"0.001"
,"CHEBI:7125","1",,"meta_s_1287","substance",,,,,"M_acgam1p_c",,"C04256",,,,"N-Acetyl-D-glucosamine 1-phosphate",,"meta_s_1287",,"N-Acetyl-D-glucosamine 1-phosphate",,"cell","s_1287","0.1","species","species","SBO:0000247",,"false","N-Acetyl-D-glucosamine 1-phosphate",,,,,"0.1"
,,,,"meta_r_0100","invalid","4.1.2.16",,"false",,,,,,,"cell*r_0100_Vmax*(s_0611*s_1484-s_0272*s_1430/r_0100_Keq)/(r_0100_Km0611*r_0100_Km1484)/(((1+s_0611/r_0100_Km0611)*(1+s_1484/r_0100_Km1484)+(1+s_0272/r_0100_Km0272)*(1+s_1430/r_0100_Km1430))-1)","3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase",,"meta_r_0100",,"3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase","true",,"r_0100",,"reaction","reaction reversible","SBO:0000176",,"false","3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase",,,,,
"true",,"1","true","meta_e_0406","substance",,,,,,,,"eco:b1215",,,"kdsA",,"meta_e_0406",,"kdsA",,"cell","e_0406","0.001","species","species","SBO:0000252",,"false","kdsA",,"P0A715",,,"0.001"
,"CHEBI:57693","1",,"meta_s_0611","substance",,,,,"M_ara5p_c",,"C01112",,,,"D-Arabinose 5-phosphate",,"meta_s_0611",,"D-Arabinose 5-phosphate",,"cell","s_0611","0.1","species","species","SBO:0000247",,"false","D-Arabinose 5-phosphate",,,,,"0.1"
,,,,"meta_r_0498","invalid","3.5.4.26",,"false",,,,,,,"cell*r_0498_Vmax*(s_0160-s_0347*s_0451/r_0498_Keq)/r_0498_Km0160/((1+s_0160/r_0498_Km0160+(1+s_0347/r_0498_Km0347)*(1+s_0451/r_0498_Km0451))-1)","diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)",,"meta_r_0498",,"diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)","true",,"r_0498",,"reaction","reaction reversible","SBO:0000176",,"false","diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)",,,,,
,,,,"meta_r_0763","invalid","1.1.1.23",,"false",,,,,,,"cell*r_0763_Vmax*(s_1109*s_1333^2-s_1106*s_1334^2/r_0763_Keq)/(r_0763_Km1109*r_0763_Km1333^2)/(((1+s_1109/r_0763_Km1109)*(1+s_1333/r_0763_Km1333)^2+(1+s_1106/r_0763_Km1106)*(1+s_1334/r_0763_Km1334)^2)-1)","histidinol dehydrogenase",,"meta_r_0763",,"histidinol dehydrogenase","true",,"r_0763",,"reaction","reaction reversible","SBO:0000176",,"false","histidinol dehydrogenase",,,,,
"true",,"1","true","meta_e_0606","substance",,,,,,,,"eco:b2020",,,"hisD",,"meta_e_0606",,"hisD",,"cell","e_0606","0.001","species","species","SBO:0000252",,"false","hisD",,"P06988",,,"0.001"
,,,,"meta_r_0999","invalid","2.3.1.1",,"false",,,,,,,"cell*r_0999_Vmax*(s_0395*s_1095-s_1302*s_0555/r_0999_Keq)/(r_0999_Km0395*r_0999_Km1095)/(((1+s_0395/r_0999_Km0395)*(1+s_1095/r_0999_Km1095)+(1+s_1302/r_0999_Km1302)*(1+s_0555/r_0999_Km0555))-1)","N-acetylglutamate synthase",,"meta_r_0999",,"N-acetylglutamate synthase","true",,"r_0999",,"reaction","reaction reversible","SBO:0000176",,"false","N-acetylglutamate synthase",,,,,
"true",,"1","true","meta_e_0893","substance",,,,,,,,"eco:b2818",,,"argA",,"meta_e_0893",,"argA",,"cell","e_0893","0.001","species","species","SBO:0000252",,"false","argA",,"P0A6C5",,,"0.001"
,,,,"a1da9be0_7130_46c6_b400_e69e94435e1b","invalid",,,"false",,,,,,,"cell*r_2108_Vmax*(s_1611-s_1609)/r_2108_Km1611/((1+s_1611/r_2108_Km1611+1+s_1609/r_2108_Km1609)-1)","sulfate transport via diffusion (extracellular to periplasm)",,"a1da9be0_7130_46c6_b400_e69e94435e1b",,"sulfate transport via diffusion (extracellular to periplasm)","true",,"r_2108",,"reaction","reaction reversible","SBO:0000185",,"false","sulfate transport via diffusion (extracellular to periplasm)",,,,,
,,,,"_48e3794b_47e6_451d_95db_887a9edc31e2","invalid",,,"false",,,,,,,"cell*r_1511_Vmax*(s_0453-s_0451)/r_1511_Km0453/((1+s_0453/r_1511_Km0453+1+s_0451/r_1511_Km0451)-1)","ammonia transport via diffusion (extracellular to periplasm)",,"_48e3794b_47e6_451d_95db_887a9edc31e2",,"ammonia transport via diffusion (extracellular to periplasm)","true",,"r_1511",,"reaction","reaction reversible","SBO:0000185",,"false","ammonia transport via diffusion (extracellular to periplasm)",,,,,
,,,,"meta_r_1152","invalid","2.7.2.3",,"false",,,,,,,"cell*r_1152_Vmax*(s_0307*s_0421-s_0306*s_0467/r_1152_Keq)/(r_1152_Km0307*r_1152_Km0421)/(((1+s_0307/r_1152_Km0307)*(1+s_0421/r_1152_Km0421)+(1+s_0306/r_1152_Km0306)*(1+s_0467/r_1152_Km0467))-1)","phosphoglycerate kinase",,"meta_r_1152",,"phosphoglycerate kinase","true",,"r_1152",,"reaction","reaction reversible","SBO:0000176",,"false","phosphoglycerate kinase",,,,,
,"CHEBI:57604","1",,"meta_s_0307","substance",,,,,"M_13dpg_c",,"C00236",,,,"3-Phospho-D-glyceroyl phosphate",,"meta_s_0307",,"3-Phospho-D-glyceroyl phosphate",,"cell","s_0307","0.1","species","species","SBO:0000247",,"false","3-Phospho-D-glyceroyl phosphate",,,,,"0.1"
"true",,"1","true","meta_e_0925","substance",,,,,,,,"eco:b2926",,,"pgk",,"meta_e_0925",,"pgk",,"cell","e_0925","0.001","species","species","SBO:0000252",,"false","pgk",,"P0A799",,,"0.001"
,,,,"meta_r_1348","invalid","4.1.2.5",,"false",,,,,,,"cell*r_1348_Vmax*(s_1179-s_0381*s_0929/r_1348_Keq)/r_1348_Km1179/((1+s_1179/r_1348_Km1179+(1+s_0381/r_1348_Km0381)*(1+s_0929/r_1348_Km0929))-1)","Threonine aldolase",,"meta_r_1348",,"Threonine aldolase","true",,"r_1348",,"reaction","reaction reversible","SBO:0000176",,"false","Threonine aldolase",,,,,
"true",,"1","true","meta_e_0313","substance",,,,,,,,"eco:b0870",,,"ltaE",,"meta_e_0313",,"ltaE",,"cell","e_0313","0.001","species","species","SBO:0000252",,"false","ltaE",,"P75823",,,"0.001"
,,,,"meta_r_0533","invalid","3.6.1.23",,"false",,,,,,,"cell*r_0533_Vmax*(s_0810-s_0807*s_0783/r_0533_Keq)/r_0533_Km0810/((1+s_0810/r_0533_Km0810+(1+s_0807/r_0533_Km0807)*(1+s_0783/r_0533_Km0783))-1)","dUTP diphosphatase",,"meta_r_0533",,"dUTP diphosphatase","true",,"r_0533",,"reaction","reaction reversible","SBO:0000176",,"false","dUTP diphosphatase",,,,,
"true",,"1","true","meta_e_0691","substance",,,,,,,,"eco:b2251",,,"nudI",,"meta_e_0691",,"nudI",,"cell","e_0691","0.001","species","species","SBO:0000252",,"false","nudI",,"P52006",,,"0.001"
"true",,"1","true","meta_e_1128","substance",,,,,,,,"eco:b3640",,,"dut",,"meta_e_1128",,"dut",,"cell","e_1128","0.001","species","species","SBO:0000252",,"false","dut",,"P06968",,,"0.001"
,,,,"meta_r_1067","invalid","2.4.2.10",,"false",,,,,,,"cell*r_1067_Vmax*(s_1394*s_0360-s_1397*s_0783/r_1067_Keq)/(r_1067_Km1394*r_1067_Km0360)/(((1+s_1394/r_1067_Km1394)*(1+s_0360/r_1067_Km0360)+(1+s_1397/r_1067_Km1397)*(1+s_0783/r_1067_Km0783))-1)","orotate phosphoribosyltransferase",,"meta_r_1067",,"orotate phosphoribosyltransferase","true",,"r_1067",,"reaction","reaction reversible","SBO:0000176",,"false","orotate phosphoribosyltransferase",,,,,
"true",,"1","true","meta_e_1129","substance",,,,,,,,"eco:b3642",,,"pyrE",,"meta_e_1129",,"pyrE",,"cell","e_1129","0.001","species","species","SBO:0000252",,"false","pyrE",,"P0A7E3",,,"0.001"
,,,,"meta_r_0925","invalid","1.1.1.37",,"false",,,,,,,"cell*r_0925_Vmax*(s_1138*s_1333-s_1334*s_1399/r_0925_Keq)/(r_0925_Km1138*r_0925_Km1333)/(((1+s_1138/r_0925_Km1138)*(1+s_1333/r_0925_Km1333)+(1+s_1334/r_0925_Km1334)*(1+s_1399/r_0925_Km1399))-1)","malate dehydrogenase",,"meta_r_0925",,"malate dehydrogenase","true",,"r_0925",,"reaction","reaction reversible","SBO:0000176",,"false","malate dehydrogenase",,,,,
"true",,"1","true","meta_e_1004","substance",,,,,,,,"eco:b3236",,,"mdh",,"meta_e_1004",,"mdh",,"cell","e_1004","0.001","species","species","SBO:0000252",,"false","mdh",,"P61889",,,"0.001"
,,,,"meta_r_0355","invalid","5.3.1.13",,"false",,,,,,,"cell*r_0355_Vmax*(s_0704-s_0611/r_0355_Keq)/r_0355_Km0704/((1+s_0704/r_0355_Km0704+1+s_0611/r_0355_Km0611)-1)","arabinose-5-phosphate isomerase",,"meta_r_0355",,"arabinose-5-phosphate isomerase","true",,"r_0355",,"reaction","reaction reversible","SBO:0000176",,"false","arabinose-5-phosphate isomerase",,,,,
"true",,"1","true","meta_e_0848","substance",,,,,,,,"eco:b2708",,,"gutQ",,"meta_e_0848",,"gutQ",,"cell","e_0848","0.001","species","species","SBO:0000252",,"false","gutQ",,"P17115",,,"0.001"
"true",,"1","true","meta_e_0993","substance",,,,,,,,"eco:b3197",,,"kdsD",,"meta_e_0993",,"kdsD",,"cell","e_0993","0.001","species","species","SBO:0000252",,"false","kdsD",,"P45395",,,"0.001"
,,,,"meta_r_0658","invalid","2.3.1.157",,"false",,,,,,,"cell*r_0658_Vmax*(s_0395*s_0653-s_1287*s_0555/r_0658_Keq)/(r_0658_Km0395*r_0658_Km0653)/(((1+s_0395/r_0658_Km0395)*(1+s_0653/r_0658_Km0653)+(1+s_1287/r_0658_Km1287)*(1+s_0555/r_0658_Km0555))-1)","glucosamine-1-phosphate N-acetyltransferase",,"meta_r_0658",,"glucosamine-1-phosphate N-acetyltransferase","true",,"r_0658",,"reaction","reaction reversible","SBO:0000176",,"false","glucosamine-1-phosphate N-acetyltransferase",,,,,
,"CHEBI:58516","1",,"meta_s_0653","substance",,,,,"M_gam1p_c",,"C06156",,,,"D-Glucosamine 1-phosphate",,"meta_s_0653",,"D-Glucosamine 1-phosphate",,"cell","s_0653","0.1","species","species","SBO:0000247",,"false","D-Glucosamine 1-phosphate",,,,,"0.1"
,,,,"meta_r_0706","invalid","2.3.1.15",,"false",,,,,,,"cell*r_0706_Vmax*(s_0920*s_1411-s_0121*s_0397/r_0706_Keq)/(r_0706_Km0920*r_0706_Km1411)/(((1+s_0920/r_0706_Km0920)*(1+s_1411/r_0706_Km1411)+(1+s_0121/r_0706_Km0121)*(1+s_0397/r_0706_Km0397))-1)","glycerol-3-phosphate acyltransferase (C16:0)",,"meta_r_0706",,"glycerol-3-phosphate acyltransferase (C16:0)","true",,"r_0706",,"reaction","reaction reversible","SBO:0000176",,"false","glycerol-3-phosphate acyltransferase (C16:0)",,,,,
,,,,"_818da053_0ae1_4f90_9c42_43075471ed2e","invalid",,,"false",,,,,,,"cell*r_1306_Vmax*(s_0768*s_1333-s_1334*s_1578/r_1306_Keq)/(r_1306_Km0768*r_1306_Km1333)/(((1+s_0768/r_1306_Km0768)*(1+s_1333/r_1306_Km1333)+(1+s_1334/r_1306_Km1334)*(1+s_1578/r_1306_Km1578))-1)","sirohydrochlorin dehydrogenase (NAD)",,"_818da053_0ae1_4f90_9c42_43075471ed2e",,"sirohydrochlorin dehydrogenase (NAD)","true",,"r_1306",,"reaction","reaction reversible","SBO:0000176",,"false","sirohydrochlorin dehydrogenase (NAD)",,,,,
,"CHEBI:58827","1",,"meta_s_0768","substance",,,,,"M_dscl_c",,"C02463",,,,"dihydrosirohydrochlorin",,"meta_s_0768",,"dihydrosirohydrochlorin",,"cell","s_0768","0.1","species","species","SBO:0000247",,"false","dihydrosirohydrochlorin",,,,,"0.1"
,,,,"meta_r_0133","invalid","1.1.1.35",,"false",,,,,,,"cell*r_0133_Vmax*(s_0303*s_1334-s_0049*s_1333/r_0133_Keq)/(r_0133_Km0303*r_0133_Km1334)/(((1+s_0303/r_0133_Km0303)*(1+s_1334/r_0133_Km1334)+(1+s_0049/r_0133_Km0049)*(1+s_1333/r_0133_Km1333))-1)","3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)",,"meta_r_0133",,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)","true",,"r_0133",,"reaction","reaction reversible","SBO:0000176",,"false","3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)",,,,,
,,,,"meta_r_0267","invalid","1.3.99.3",,"false",,,,,,,"cell*r_0267_Vmax*(s_1668*s_0860-s_0737*s_0859/r_0267_Keq)/(r_0267_Km1668*r_0267_Km0860)/(((1+s_1668/r_0267_Km1668)*(1+s_0860/r_0267_Km0860)+(1+s_0737/r_0267_Km0737)*(1+s_0859/r_0267_Km0859))-1)","acyl-CoA dehydrogenase (decanoyl-CoA)",,"meta_r_0267",,"acyl-CoA dehydrogenase (decanoyl-CoA)","true",,"r_0267",,"reaction","reaction reversible","SBO:0000176",,"false","acyl-CoA dehydrogenase (decanoyl-CoA)",,,,,
,"CHEBI:61430","1",,"meta_s_0737","substance",,,,,"M_dcacoa_c",,"C05274",,,,"Decanoyl-CoA (n-C10:0CoA)",,"meta_s_0737",,"Decanoyl-CoA (n-C10:0CoA)",,"cell","s_0737","0.1","species","species","SBO:0000247",,"false","Decanoyl-CoA (n-C10:0CoA)",,,,,"0.1"
,,,,"_61d155be_3341_4d90_b117_a02e059f54ec","invalid",,,"false",,,,,,,"cell*r_2047_Vmax*(s_1496-s_1494)/r_2047_Km1496/((1+s_1496/r_2047_Km1496+1+s_1494/r_2047_Km1494)-1)","potassium transport via diffusion (extracellular to periplasm)",,"_61d155be_3341_4d90_b117_a02e059f54ec",,"potassium transport via diffusion (extracellular to periplasm)","true",,"r_2047",,"reaction","reaction reversible","SBO:0000185",,"false","potassium transport via diffusion (extracellular to periplasm)",,,,,
,,,,"meta_r_1255","invalid","1.2.7.1",,"false",,,,,,,"cell*r_1255_Vmax*(s_0555*s_0862^2*s_1531-s_0395*s_0543*s_0861^2/r_1255_Keq)/(r_1255_Km0555*r_1255_Km0862^2*r_1255_Km1531)/(((1+s_0555/r_1255_Km0555)*(1+s_0862/r_1255_Km0862)^2*(1+s_1531/r_1255_Km1531)+(1+s_0395/r_1255_Km0395)*(1+s_0543/r_1255_Km0543)*(1+s_0861/r_1255_Km0861)^2)-1)","pyruvate synthase",,"meta_r_1255",,"pyruvate synthase","true",,"r_1255",,"reaction","reaction reversible","SBO:0000176",,"false","pyruvate synthase",,,,,
"true",,"1","true","meta_e_0451","substance",,,,,,,,"eco:b1378",,,"ydbK",,"meta_e_0451",,"ydbK",,"cell","e_0451","0.001","species","species","SBO:0000252",,"false","ydbK",,"P52647",,,"0.001"
,,,,"meta_r_0798","invalid",,,"false",,,,,,,"cell*r_0798_Vmax*(s_0860*s_0838^2*s_1018^2*s_1020-s_0859*s_1017^2*s_1022/r_0798_Keq)/(r_0798_Km0860*r_0798_Km0838^2*r_0798_Km1018^2*r_0798_Km1020)/(((1+s_0860/r_0798_Km0860)*(1+s_0838/r_0798_Km0838)^2*(1+s_1018/r_0798_Km1018)^2*(1+s_1020/r_0798_Km1020)+(1+s_0859/r_0798_Km0859)*(1+s_1017/r_0798_Km1017)^2*(1+s_1022/r_0798_Km1022))-1)","ISC [2Fe-2S] Synthesis II",,"meta_r_0798",,"ISC [2Fe-2S] Synthesis II","true",,"r_0798",,"reaction","reaction reversible","SBO:0000176",,"false","ISC [2Fe-2S] Synthesis II",,,,,
"true",,"1","true","meta_e_1188","substance",,,,,,,,"eco:b3807",,,"cyaY",,"meta_e_1188",,"cyaY",,"cell","e_1188","0.001","species","species","SBO:0000252",,"false","cyaY",,"P27838",,,"0.001"
,,,,"meta_r_0012","invalid","2.3.1.51",,"false",,,,,,,"cell*r_0012_Vmax*(s_0119*s_0533-s_0397*s_0073/r_0012_Keq)/(r_0012_Km0119*r_0012_Km0533)/(((1+s_0119/r_0012_Km0119)*(1+s_0533/r_0012_Km0533)+(1+s_0397/r_0012_Km0397)*(1+s_0073/r_0012_Km0073))-1)","1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)",,"meta_r_0012",,"1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)","true",,"r_0012",,"reaction","reaction reversible","SBO:0000176",,"false","1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)",,,,,
,,,,"meta_r_0099","invalid","4.2.3.4",,"false",,,,,,,"cell*r_0099_Vmax*(s_0195-s_0269*s_1430/r_0099_Keq)/r_0099_Km0195/((1+s_0195/r_0099_Km0195+(1+s_0269/r_0099_Km0269)*(1+s_1430/r_0099_Km1430))-1)","3-dehydroquinate synthase",,"meta_r_0099",,"3-dehydroquinate synthase","true",,"r_0099",,"reaction","reaction reversible","SBO:0000176",,"false","3-dehydroquinate synthase",,,,,
,"CHEBI:32364","1",,"meta_s_0269","substance",,,,,"M_3dhq_c",,"C00944",,,,"3-Dehydroquinate",,"meta_s_0269",,"3-Dehydroquinate",,"cell","s_0269","0.1","species","species","SBO:0000247",,"false","3-Dehydroquinate",,,,,"0.1"
"true",,"1","true","meta_e_1027","substance",,,,,,,,"eco:b3389",,,"aroB",,"meta_e_1027",,"aroB",,"cell","e_1027","0.001","species","species","SBO:0000252",,"false","aroB",,"P07639",,,"0.001"
,,,,"meta_r_1214","invalid","6.3.4.13",,"false",,,,,,,"cell*r_1214_Vmax*(s_0467*s_0929*s_0361-s_0421*s_1318*s_1430/r_1214_Keq)/(r_1214_Km0467*r_1214_Km0929*r_1214_Km0361)/(((1+s_0467/r_1214_Km0467)*(1+s_0929/r_1214_Km0929)*(1+s_0361/r_1214_Km0361)+(1+s_0421/r_1214_Km0421)*(1+s_1318/r_1214_Km1318)*(1+s_1430/r_1214_Km1430))-1)","phosphoribosylglycinamide synthase",,"meta_r_1214",,"phosphoribosylglycinamide synthase","true",,"r_1214",,"reaction","reaction reversible","SBO:0000176",,"false","phosphoribosylglycinamide synthase",,,,,
,"CHEBI:58457","1",,"meta_s_1318","substance",,,,,"M_gar_c",,"C03838",,,,"N1-(5-Phospho-D-ribosyl)glycinamide",,"meta_s_1318",,"N1-(5-Phospho-D-ribosyl)glycinamide",,"cell","s_1318","0.1","species","species","SBO:0000247",,"false","N1-(5-Phospho-D-ribosyl)glycinamide",,,,,"0.1"
"true",,"1","true","meta_e_1257","substance",,,,,,,,"eco:b4005",,,"purD",,"meta_e_1257",,"purD",,"cell","e_1257","0.001","species","species","SBO:0000252",,"false","purD",,"P15640",,,"0.001"
,,,,"meta_r_1432","invalid","5.3.1.5",,"false",,,,,,,"cell*r_1432_Vmax*(s_0657-s_0622/r_1432_Keq)/r_1432_Km0657/((1+s_0657/r_1432_Km0657+1+s_0622/r_1432_Km0622)-1)","xylose isomerase",,"meta_r_1432",,"xylose isomerase","true",,"r_1432",,"reaction","reaction reversible","SBO:0000176",,"false","xylose isomerase",,,,,
"true",,"1","true","meta_e_1086","substance",,,,,,,,"eco:b3565",,,"xylA",,"meta_e_1086",,"xylA",,"cell","e_1086","0.001","species","species","SBO:0000252",,"false","xylA",,"P00944",,,"0.001"
,,,,"meta_r_0178","invalid",,,"false",,,,,,,"cell*r_0178_Vmax*(s_0312*s_0467-s_0237*s_0421/r_0178_Keq)/(r_0178_Km0312*r_0178_Km0467)/(((1+s_0312/r_0178_Km0312)*(1+s_0467/r_0178_Km0467)+(1+s_0237/r_0178_Km0237)*(1+s_0421/r_0178_Km0421))-1)","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase",,"meta_r_0178",,"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase","true",,"r_0178",,"reaction","reaction reversible","SBO:0000176",,"false","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase",,,,,
"true",,"1","true","meta_e_0404","substance",,,,,,,,"eco:b1208",,,"ispE",,"meta_e_0404",,"ispE",,"cell","e_0404","0.001","species","species","SBO:0000252",,"false","ispE",,"P62615",,,"0.001"
,,,,"meta_r_0232","invalid","2.3.1.16",,"false",,,,,,,"cell*r_0232_Vmax*(s_0395*s_0737-s_0295*s_0555/r_0232_Keq)/(r_0232_Km0395*r_0232_Km0737)/(((1+s_0395/r_0232_Km0395)*(1+s_0737/r_0232_Km0737)+(1+s_0295/r_0232_Km0295)*(1+s_0555/r_0232_Km0555))-1)","acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)",,"meta_r_0232",,"acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)","true",,"r_0232",,"reaction","reaction reversible","SBO:0000176",,"false","acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)",,,,,
,"CHEBI:62615","1",,"meta_s_0295","substance",,,,,"M_3oddcoa_c",,"C05263",,,,"3-Oxododecanoyl-CoA",,"meta_s_0295",,"3-Oxododecanoyl-CoA",,"cell","s_0295","0.1","species","species","SBO:0000247",,"false","3-Oxododecanoyl-CoA",,,,,"0.1"
,,,,"meta_r_1391","invalid","2.3.1.129",,"false",,,"1555810845",,,,"cell*r_1391_Vmax*(s_0028*s_1745-s_0397*s_1736/r_1391_Keq)/(r_1391_Km0028*r_1391_Km1745)/(((1+s_0028/r_1391_Km0028)*(1+s_1745/r_1391_Km1745)+(1+s_0397/r_1391_Km0397)*(1+s_1736/r_1391_Km1736))-1)","UDP-N-acetylglucosamine acyltransferase",,"meta_r_1391",,"UDP-N-acetylglucosamine acyltransferase","true",,"r_1391",,"reaction","reaction reversible","SBO:0000176",,"false","UDP-N-acetylglucosamine acyltransferase",,,,,
,"CHEBI:58551","1",,"meta_s_1736","substance",,,,,"M_u3aga_c",,"C04738",,,,"UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine",,"meta_s_1736",,"UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine",,"cell","s_1736","0.1","species","species","SBO:0000247",,"false","UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine",,,,,"0.1"
"true",,"1","true","meta_e_0083","substance",,,,,,,,"eco:b0181",,,"lpxA",,"meta_e_0083",,"lpxA",,"cell","e_0083","0.001","species","species","SBO:0000252",,"false","lpxA",,"P0A722",,,"0.001"
,,,,"meta_r_0388","invalid","2.7.2.2",,"false",,,,,,,"cell*r_0388_Vmax*(s_0467*s_0543*s_0451-s_0421*s_0502/r_0388_Keq)/(r_0388_Km0467*r_0388_Km0543*r_0388_Km0451)/(((1+s_0467/r_0388_Km0467)*(1+s_0543/r_0388_Km0543)*(1+s_0451/r_0388_Km0451)+(1+s_0421/r_0388_Km0421)*(1+s_0502/r_0388_Km0502))-1)","Carbamate kinase",,"meta_r_0388",,"Carbamate kinase","true",,"r_0388",,"reaction","reaction reversible","SBO:0000176",,"false","Carbamate kinase",,,,,
"true",,"1","true","meta_e_0110","substance",,,,,,,,"eco:b0323",,,"yahI",,"meta_e_0110",,"yahI",,"cell","e_0110","0.001","species","species","SBO:0000252",,"false","yahI",,"P77624",,,"0.001"
"true",,"1","true","meta_e_0903","substance",,,,,,,,"eco:b2874",,,"yqeA",,"meta_e_0903",,"yqeA",,"cell","e_0903","0.001","species","species","SBO:0000252",,"false","yqeA",,"Q46807",,,"0.001"
"true",,"1","true","meta_e_0183","substance",,,,,,,,"eco:b0521",,,"arcC",,"meta_e_0183",,"arcC",,"cell","e_0183","0.001","species","species","SBO:0000252",,"false","arcC",,"P37306",,,"0.001"
,,,,"meta_r_0762","invalid","2.7.1.1",,"false",,,,,,,"cell*r_0762_Vmax*(s_0467*s_0657-s_0421*s_0663/r_0762_Keq)/(r_0762_Km0467*r_0762_Km0657)/(((1+s_0467/r_0762_Km0467)*(1+s_0657/r_0762_Km0657)+(1+s_0421/r_0762_Km0421)*(1+s_0663/r_0762_Km0663))-1)","hexokinase (D-glucose:ATP)",,"meta_r_0762",,"hexokinase (D-glucose:ATP)","true",,"r_0762",,"reaction","reaction reversible","SBO:0000176",,"false","hexokinase (D-glucose:ATP)",,,,,
