"network";"DRUG_ID";"mean.path.length";"mean.k.edge";"mean.min.degree";"mean.max.degree";"mean.mean.degree";"max.adjacency";"mean.min.bet";"mean.max.bet";"mean.mean.bet";"mean.min.EVC";"mean.max.EVC";"mean.mean.EVC";"mean.sigma_all";"mean.sigma_set";"drug_pair";"Drug1";"Drug2";"drugdrug";"code_3letter1";"code_3letter2";"drug_cat";"drug_category1";"drug_category2";"categorycategory";"targ";"targeted_cellular_process1";"targeted_cellular_process2";"processprocess";"us";"use1";"use2";"useuse";"ebw";"ecr";"seo";"stm";"pae";"pau";"int_sign_ebw";"int_sign_ecr";"int_sign_seo";"int_sign_stm";"int_sign_pae";"int_sign_pau";"ebw_g";"ecr_g";"seo_g";"stm_g";"pae_g";"pau_g";"sum_g";"SR_ebw_D1";"SR_ecr_D1";"SR_stm_D1";"SR_seo_D1";"SR_pae_D1";"SR_pau_D1";"SR_ebw_D2";"SR_ecr_D2";"SR_stm_D2";"SR_seo_D2";"SR_pae_D2";"SR_pau_D2";"SR_ebw";"SR_ecr";"SR_stm";"SR_seo";"SR_pae";"SR_pau";"SR_score_ebw";"SR_score_ecr";"SR_score_stm";"SR_score_seo";"SR_score_pae";"SR_score_pau";"SR_score_total";"HDC_ebw_D1";"HDC_ecr_D1";"HDC_stm_D1";"HDC_seo_D1";"HDC_pae_D1";"HDC_pau_D1";"LF_ebw_D1";"LF_ecr_D1";"LF_stm_D1";"LF_seo_D1";"LF_pae_D1";"LF_pau_D1";"HDC_ebw_D2";"HDC_ecr_D2";"HDC_stm_D2";"HDC_seo_D2";"HDC_pae_D2";"HDC_pau_D2";"LF_ebw_D2";"LF_ecr_D2";"LF_stm_D2";"LF_seo_D2";"LF_pae_D2";"LF_pau_D2";"clusters_all";"sigma.rate_all";"type";"clusters_set";"sigma.rate_set";"SET";"connection_onoff"
"Co-functional (EcoCyc/GO-BP)";"Meropenem-Trimethoprim";"1,500";"31,667";"32,000";"53,833";"42,917";"1";"14652,642";"29975,078";"22313,860";"0,040";"0,040";"0,040";"0,002";"0,003";"Meropenem_Trimethoprim";"Meropenem";"Trimethoprim";"Meropenem-Trimethoprim";"MEM";"TMP";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,261899800";"-0,095179140";"-0,083575080";"-0,067121070";"0,054825360";"0,059001930";"Synergy";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"-1";"0";"0";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"SR";"SR";"-1";"-1";"-1";"-1";"0";"0";"-4";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"0,500";"0,500";"0,500";"0,500";"1,00";"1,00";"0,49";"0,46";"0,53";"0,46";"0,83";"0,85";"3";"0,002";"Additivity-Synergy";"2";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Metformin-Novobiocin";"Inf";"0,000";"6,000";"20,000";"13,000";"0";"0,000";"1165,260";"582,630";"0,005";"0,005";"0,005";"0,008";"0,003";"Metformin_Novobiocin";"Metformin";"Novobiocin";"Metformin-Novobiocin";"MF";"NVB";"0";"human drug";"quinolones";"human drug-quinolones";"0";"human";"DNA";"DNA-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,161260700";"0,181362700";"-0,367893800";"-0,161048700";"-0,092796360";"-0,038104460";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"SR";"SR";"-1";"-1";"0";"-1";"0";"0";"-3";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"14";"0,008";"Additivity-Synergy";"3";"0,003";"TRUE";"disconnected"
"Small/medium-scale PPI";"Metformin-Novobiocin";"4,500";"1,000";"1,000";"6,500";"3,750";"0";"0,000";"2734,280";"1367,140";"0,040";"0,040";"0,040";"0,008";"0,003";"Metformin_Novobiocin";"Metformin";"Novobiocin";"Metformin-Novobiocin";"MF";"NVB";"0";"human drug";"quinolones";"human drug-quinolones";"0";"human";"DNA";"DNA-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,161260700";"0,181362700";"-0,367893800";"-0,161048700";"-0,092796360";"-0,038104460";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"SR";"SR";"-1";"-1";"0";"-1";"0";"0";"-3";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"14";"0,008";"Additivity-Synergy";"3";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Metformin-Penicillin G";"Inf";"0,000";"6,000";"53,833";"29,917";"0";"0,000";"19939,870";"9969,935";"0,025";"0,025";"0,025";"0,004";"0,003";"Metformin_Penicillin G";"Metformin";"Penicillin G";"Metformin-Penicillin G";"MF";"PEN";"0";"human drug";"beta-lactam";"beta-lactam-human drug";"0";"human";"cell wall";"cell wall-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,073926150";"0,050441360";"0,053931940";"0,081491470";"0,024865950";"0,038397310";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"SR";"SR";"0";"-1";"-1";"-1";"0";"0";"-3";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"1";"0,004";"Additivity";"1";"0,003";"TRUE";"disconnected"
"Co-functional(EcoCyc)";"Metformin-Penicillin G";"Inf";"0,000";"6,000";"15,000";"10,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,004";"0,003";"Metformin_Penicillin G";"Metformin";"Penicillin G";"Metformin-Penicillin G";"MF";"PEN";"0";"human drug";"beta-lactam";"beta-lactam-human drug";"0";"human";"cell wall";"cell wall-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,073926150";"0,050441360";"0,053931940";"0,081491470";"0,024865950";"0,038397310";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"SR";"SR";"0";"-1";"-1";"-1";"0";"0";"-3";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"1";"0,004";"Additivity";"1";"0,003";"TRUE";"disconnected"
"Small/medium-scale PPI";"Metformin-Penicillin G";"6,000";"1,000";"1,000";"4,600";"2,800";"0";"0,000";"536,814";"268,407";"0,044";"0,044";"0,044";"0,004";"0,003";"Metformin_Penicillin G";"Metformin";"Penicillin G";"Metformin-Penicillin G";"MF";"PEN";"0";"human drug";"beta-lactam";"beta-lactam-human drug";"0";"human";"cell wall";"cell wall-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,073926150";"0,050441360";"0,053931940";"0,081491470";"0,024865950";"0,038397310";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"SR";"SR";"0";"-1";"-1";"-1";"0";"0";"-3";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"1";"0,004";"Additivity";"1";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Metformin-Piperacillin";"Inf";"0,000";"6,000";"53,833";"29,917";"0";"0,000";"19939,870";"9969,935";"0,025";"0,025";"0,025";"0,008";"0,009";"Metformin_Piperacillin";"Metformin";"Piperacillin";"Metformin-Piperacillin";"MF";"PIP";"0";"human drug";"beta-lactam";"beta-lactam-human drug";"0";"human";"cell wall";"cell wall-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,064664410";"0,091672840";"-0,352641200";"-0,435844500";"-0,398713900";"-0,509952500";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Synergy";"0";"0";"0";"0";"0";"-1";"-1";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"SS";"SS";"0";"-1";"-1";"-1";"-1";"-1";"-5";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"disconnected"
"Co-functional(EcoCyc)";"Metformin-Piperacillin";"Inf";"0,000";"6,000";"15,000";"10,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,009";"Metformin_Piperacillin";"Metformin";"Piperacillin";"Metformin-Piperacillin";"MF";"PIP";"0";"human drug";"beta-lactam";"beta-lactam-human drug";"0";"human";"cell wall";"cell wall-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,064664410";"0,091672840";"-0,352641200";"-0,435844500";"-0,398713900";"-0,509952500";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Synergy";"0";"0";"0";"0";"0";"-1";"-1";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"SS";"SS";"0";"-1";"-1";"-1";"-1";"-1";"-5";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"disconnected"
"Small/medium-scale PPI";"Metformin-Piperacillin";"6,000";"1,000";"1,000";"4,600";"2,800";"0";"0,000";"536,814";"268,407";"0,044";"0,044";"0,044";"0,008";"0,009";"Metformin_Piperacillin";"Metformin";"Piperacillin";"Metformin-Piperacillin";"MF";"PIP";"0";"human drug";"beta-lactam";"beta-lactam-human drug";"0";"human";"cell wall";"cell wall-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,064664410";"0,091672840";"-0,352641200";"-0,435844500";"-0,398713900";"-0,509952500";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Synergy";"0";"0";"0";"0";"0";"-1";"-1";"S";"S";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"SS";"SS";"0";"-1";"-1";"-1";"-1";"-1";"-5";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Small/medium-scale PPI";"Metformin-Rifampicin";"5,500";"1,000";"1,000";"4,500";"2,750";"0";"0,000";"3314,320";"1657,160";"0,000";"0,000";"0,000";"0,008";"0,003";"Metformin_Rifampicin";"Metformin";"Rifampicin";"Metformin-Rifampicin";"MF";"RIF";"0";"human drug";"RNA polymerase";"human drug-RNA polymerase";"0";"human";"DNA";"DNA-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,194696700";"0,201573400";"-0,361177800";"-0,159323300";"0,109205200";"0,027964710";"Antagonism";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"1";"1";"0";"0";"0";"0";"2";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"SS";"SS";"SS";"SS";"SS";"SR";"-1";"-1";"-1";"-1";"-1";"0";"-5";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"8,000";"8,000";"8,000";"8,000";"16,00";"20,00";"0,41";"0,00";"0,17";"0,00";"0,00";"0,87";"14";"0,008";"Additivity-Antagonism";"3";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Metformin-Sulfamonomethoxine";"Inf";"0,000";"6,000";"21,000";"13,500";"0";"0,000";"5024,920";"2512,460";"0,020";"0,020";"0,020";"0,002";NA;"Metformin_Sulfamonomethoxine";"Metformin";"Sulfamonomethoxine";"Metformin-Sulfamonomethoxine";"MF";"SMM";"0";"human drug";"folic acid biosynthesis";"folic acid biosynthesis-human drug";"0";"human";"DNA";"DNA-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"-0,036551330";"0,045807510";"0,040047510";"0,045790470";"0,062199240";"0,035394270";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"SR";"SR";"0";"0";"0";"0";"0";"0";"0";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"10";"0,002";"Additivity";NA;NA;"FALSE";"disconnected"
"Co-functional(EcoCyc)";"Metformin-Sulfamonomethoxine";"Inf";"0,000";"3,000";"6,000";"4,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,002";NA;"Metformin_Sulfamonomethoxine";"Metformin";"Sulfamonomethoxine";"Metformin-Sulfamonomethoxine";"MF";"SMM";"0";"human drug";"folic acid biosynthesis";"folic acid biosynthesis-human drug";"0";"human";"DNA";"DNA-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"-0,036551330";"0,045807510";"0,040047510";"0,045790470";"0,062199240";"0,035394270";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"SR";"SR";"0";"0";"0";"0";"0";"0";"0";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"10";"0,002";"Additivity";NA;NA;"FALSE";"disconnected"
"Co-functional (EcoCyc/GO-BP)";"Metformin-Trimethoprim";"Inf";"0,000";"6,000";"32,000";"19,000";"0";"0,000";"24687,850";"12343,925";"0,040";"0,040";"0,040";"0,004";"0,003";"Metformin_Trimethoprim";"Metformin";"Trimethoprim";"Metformin-Trimethoprim";"MF";"TMP";"0";"human drug";"folic acid biosynthesis";"folic acid biosynthesis-human drug";"0";"human";"DNA";"DNA-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,077358390";"0,146219900";"0,126628500";"0,224133100";"0,053325410";"-0,030723110";"Additivity";"Additivity";"Antagonism";"Antagonism";"Additivity";"Additivity";"0";"0";"1";"1";"0";"0";"2";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"SR";"SR";"-1";"-1";"-1";"-1";"0";"0";"-4";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"0,500";"0,500";"0,500";"0,500";"1,00";"1,00";"0,49";"0,46";"0,53";"0,46";"0,83";"0,85";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"TRUE";"disconnected"
"Co-functional(EcoCyc)";"Metformin-Trimethoprim";"Inf";"0,000";"6,000";"14,000";"10,000";"0";"0,000";"142,670";"71,335";"0,020";"0,020";"0,020";"0,004";"0,003";"Metformin_Trimethoprim";"Metformin";"Trimethoprim";"Metformin-Trimethoprim";"MF";"TMP";"0";"human drug";"folic acid biosynthesis";"folic acid biosynthesis-human drug";"0";"human";"DNA";"DNA-human";"0";"human-targeted drug";"antibiotic";"antibiotic-human-targeted drug";"0,077358390";"0,146219900";"0,126628500";"0,224133100";"0,053325410";"-0,030723110";"Additivity";"Additivity";"Antagonism";"Antagonism";"Additivity";"Additivity";"0";"0";"1";"1";"0";"0";"2";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"SR";"SR";"-1";"-1";"-1";"-1";"0";"0";"-4";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"0,500";"0,500";"0,500";"0,500";"1,00";"1,00";"0,49";"0,46";"0,53";"0,46";"0,83";"0,85";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"TRUE";"disconnected"
"Small/medium-scale PPI";"Moxifloxacin-Novobiocin";"4,667";"1,000";"1,000";"8,333";"4,667";"1";"0,000";"3645,707";"1822,853";"0,053";"0,053";"0,053";"0,003";"0,004";"Moxifloxacin_Novobiocin";"Moxifloxacin";"Novobiocin";"Moxifloxacin-Novobiocin";"MXF";"NVB";"1";"quinolones";"quinolones";"quinolones-quinolones";"1";"DNA";"DNA";"DNA-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,212664600";"0,199170700";"0,094108650";"-0,039329860";"0,027280280";"-0,046351330";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"0";"1";"0";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"RR";"SR";"-1";"-1";"0";"-1";"1";"0";"-2";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"16";"0,003";"Additivity-Antagonism";"7";"0,004";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Moxifloxacin-Novobiocin";"1,333";"10,667";"10,667";"20,000";"15,333";"1";"760,163";"1165,260";"962,712";"0,008";"0,008";"0,008";"0,003";"0,004";"Moxifloxacin_Novobiocin";"Moxifloxacin";"Novobiocin";"Moxifloxacin-Novobiocin";"MXF";"NVB";"1";"quinolones";"quinolones";"quinolones-quinolones";"1";"DNA";"DNA";"DNA-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,212664600";"0,199170700";"0,094108650";"-0,039329860";"0,027280280";"-0,046351330";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"0";"1";"0";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"RR";"SR";"-1";"-1";"0";"-1";"1";"0";"-2";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"16";"0,003";"Additivity-Antagonism";"7";"0,004";"TRUE";"connected"
"Small/medium-scale PPI";"Moxifloxacin-Penicillin G";"5,150";"1,550";"1,900";"6,450";"4,175";"0";"134,203";"1769,751";"951,977";"0,048";"0,048";"0,048";"0,000";"0,003";"Moxifloxacin_Penicillin G";"Moxifloxacin";"Penicillin G";"Moxifloxacin-Penicillin G";"MXF";"PEN";"0";"quinolones";"beta-lactam";"beta-lactam-quinolones";"0";"DNA";"cell wall";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,081331450";"0,055527980";"0,092938380";"0,058714030";"-0,215559400";"0,036104610";"Additivity";"Additivity";"Additivity";"Additivity";"Synergy";"Additivity";"0";"0";"0";"0";"-1";"0";"-1";"S";"S";"S";"S";"R";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"RR";"SR";"0";"-1";"-1";"-1";"1";"0";"-2";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"2";"0,000";"Additivity-Synergy";"1";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Moxifloxacin-Penicillin G";"2,083";"13,000";"13,000";"53,833";"33,417";"1";"861,438";"19939,870";"10400,654";"0,022";"0,022";"0,022";"0,000";"0,003";"Moxifloxacin_Penicillin G";"Moxifloxacin";"Penicillin G";"Moxifloxacin-Penicillin G";"MXF";"PEN";"0";"quinolones";"beta-lactam";"beta-lactam-quinolones";"0";"DNA";"cell wall";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,081331450";"0,055527980";"0,092938380";"0,058714030";"-0,215559400";"0,036104610";"Additivity";"Additivity";"Additivity";"Additivity";"Synergy";"Additivity";"0";"0";"0";"0";"-1";"0";"-1";"S";"S";"S";"S";"R";"S";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"RR";"SR";"0";"-1";"-1";"-1";"1";"0";"-2";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"2";"0,000";"Additivity-Synergy";"1";"0,003";"TRUE";"connected"
"Small/medium-scale PPI";"Moxifloxacin-Piperacillin";"5,150";"1,550";"1,900";"6,450";"4,175";"0";"134,203";"1769,751";"951,977";"0,048";"0,048";"0,048";"0,002";"0,004";"Moxifloxacin_Piperacillin";"Moxifloxacin";"Piperacillin";"Moxifloxacin-Piperacillin";"MXF";"PIP";"0";"quinolones";"beta-lactam";"beta-lactam-quinolones";"0";"DNA";"cell wall";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,113802000";"0,042681350";"0,124006400";"0,068160390";"0,062404760";"0,133086400";"Additivity";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"0";"0";"1";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"RS";"SS";"0";"-1";"-1";"-1";"0";"-1";"-4";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"10";"0,002";"Additivity-Antagonism";"7";"0,004";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Moxifloxacin-Piperacillin";"2,083";"13,000";"13,000";"53,833";"33,417";"1";"861,438";"19939,870";"10400,654";"0,022";"0,022";"0,022";"0,002";"0,004";"Moxifloxacin_Piperacillin";"Moxifloxacin";"Piperacillin";"Moxifloxacin-Piperacillin";"MXF";"PIP";"0";"quinolones";"beta-lactam";"beta-lactam-quinolones";"0";"DNA";"cell wall";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,113802000";"0,042681350";"0,124006400";"0,068160390";"0,062404760";"0,133086400";"Additivity";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"0";"0";"1";"0";"0";"0";"1";"S";"S";"S";"S";"R";"S";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"RS";"SS";"0";"-1";"-1";"-1";"0";"-1";"-4";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"10";"0,002";"Additivity-Antagonism";"7";"0,004";"TRUE";"connected"
"Small/medium-scale PPI";"Moxifloxacin-Rifampicin";"4,625";"1,625";"1,875";"6,375";"4,125";"0";"828,580";"3852,880";"2340,730";"0,091";"0,091";"0,091";"0,004";"0,003";"Moxifloxacin_Rifampicin";"Moxifloxacin";"Rifampicin";"Moxifloxacin-Rifampicin";"MXF";"RIF";"0";"quinolones";"RNA polymerase";"quinolones-RNA polymerase";"1";"DNA";"DNA";"DNA-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,250197200";"0,079679370";"0,042604890";"0,085499490";"0,062326760";"0,091712430";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"S";"S";"S";"S";"S";"S";"R";"SS";"SS";"SS";"SS";"RS";"SR";"-1";"-1";"-1";"-1";"0";"0";"-4";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"8,000";"8,000";"8,000";"8,000";"16,00";"20,00";"0,41";"0,00";"0,17";"0,00";"0,00";"0,87";"1";"0,004";"Additivity";"1";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Moxifloxacin-Sulfamonomethoxine";"1,750";"13,000";"13,000";"21,000";"17,000";"1";"861,438";"5024,920";"2943,179";"0,013";"0,013";"0,013";"0,002";NA;"Moxifloxacin_Sulfamonomethoxine";"Moxifloxacin";"Sulfamonomethoxine";"Moxifloxacin-Sulfamonomethoxine";"MXF";"SMM";"0";"quinolones";"folic acid biosynthesis";"folic acid biosynthesis-quinolones";"1";"DNA";"DNA";"DNA-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,030760590";"0,037674030";"0,062737430";"0,039016160";"0,029360240";"-0,061806290";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"RR";"SR";"0";"0";"0";"0";"1";"0";"1";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"10";"0,002";"Additivity";NA;NA;"FALSE";"connected"
