"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","connection_onoff"
"EN:allnetworks","Fosfomycin_Trimethoprim",2,67,67,71,69,"0","Fosfomycin","Trimethoprim","Fosfomycin-Trimethoprim","FOF","TMP",0,"other cell wall","folic acid biosynthesis","folic acid biosynthesis-other cell wall",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.266135173,0.301269277,0.072331519,-0.092080157,-0.035376183,0.097538885,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity",1,1,0,0,0,0,2,"S","S","S","R","S","S","S","S","S","S","R","R","SS","SS","SS","RS","SR","SR",-1,-1,-1,0,0,0,-3,0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,3,0.00301397308867962,"Additivity-Antagonism","connected"
"Co-functional (EcoCyc/GO-BP)","Fusidic acid_Imipenem",4.5,1,1,53.8333,27.4167,"0","Fusidic acid","Imipenem","Fusidic acid-Imipenem","FUS","IPM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101281194,-0.086039474,-0.082671129,-0.062798409,-0.064024899,0.025409411,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity","connected"
"Co-functional (GO-BP)","Fusidic acid_Imipenem",4.5,1,1,48.6667,24.8333,"0","Fusidic acid","Imipenem","Fusidic acid-Imipenem","FUS","IPM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101281194,-0.086039474,-0.082671129,-0.062798409,-0.064024899,0.025409411,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity","connected"
"Co-expression","Fusidic acid_Imipenem",4,4,4,25.8333,14.9167,"0","Fusidic acid","Imipenem","Fusidic acid-Imipenem","FUS","IPM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101281194,-0.086039474,-0.082671129,-0.062798409,-0.064024899,0.025409411,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity","connected"
"High-throughput PPI","Fusidic acid_Imipenem",3.8333,4.8333,4.8333,19.8333,12.3333,"0","Fusidic acid","Imipenem","Fusidic acid-Imipenem","FUS","IPM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101281194,-0.086039474,-0.082671129,-0.062798409,-0.064024899,0.025409411,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity","connected"
"Similar genomic context","Fusidic acid_Imipenem",3.1667,19,19,30.3333,24.6667,"0","Fusidic acid","Imipenem","Fusidic acid-Imipenem","FUS","IPM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101281194,-0.086039474,-0.082671129,-0.062798409,-0.064024899,0.025409411,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity","connected"
"EN:allnetworks","Fusidic acid_Imipenem",2.5,32,32,67,49.5,"0","Fusidic acid","Imipenem","Fusidic acid-Imipenem","FUS","IPM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101281194,-0.086039474,-0.082671129,-0.062798409,-0.064024899,0.025409411,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity","connected"
"Co-functional (EcoCyc/GO-BP)","Fusidic acid_Levofloxacin",5.25,1,1,13,7,"0","Fusidic acid","Levofloxacin","Fusidic acid-Levofloxacin","FUS","LCX",0,"other protein synthesis inhibitor","DNA gyrase","DNA gyrase-other protein synthesis inhibitor",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.028102099,0,0.108365557,0.014199619,0.058914554,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,4,0.00315435733476808,"Additivity","connected"
"Co-functional (GO-BP)","Fusidic acid_Levofloxacin",5.25,1,1,13,7,"0","Fusidic acid","Levofloxacin","Fusidic acid-Levofloxacin","FUS","LCX",0,"other protein synthesis inhibitor","DNA gyrase","DNA gyrase-other protein synthesis inhibitor",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.028102099,0,0.108365557,0.014199619,0.058914554,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,4,0.00315435733476808,"Additivity","connected"
"Co-expression","Fusidic acid_Levofloxacin",3.5,4,4,32.25,18.125,"0","Fusidic acid","Levofloxacin","Fusidic acid-Levofloxacin","FUS","LCX",0,"other protein synthesis inhibitor","DNA gyrase","DNA gyrase-other protein synthesis inhibitor",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.028102099,0,0.108365557,0.014199619,0.058914554,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,4,0.00315435733476808,"Additivity","connected"
"High-throughput PPI","Fusidic acid_Levofloxacin",3,5,5,29.5,17.25,"0","Fusidic acid","Levofloxacin","Fusidic acid-Levofloxacin","FUS","LCX",0,"other protein synthesis inhibitor","DNA gyrase","DNA gyrase-other protein synthesis inhibitor",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.028102099,0,0.108365557,0.014199619,0.058914554,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,4,0.00315435733476808,"Additivity","connected"
"Similar genomic context","Fusidic acid_Levofloxacin",3,26.25,26.25,30,28.125,"0","Fusidic acid","Levofloxacin","Fusidic acid-Levofloxacin","FUS","LCX",0,"other protein synthesis inhibitor","DNA gyrase","DNA gyrase-other protein synthesis inhibitor",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.028102099,0,0.108365557,0.014199619,0.058914554,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,4,0.00315435733476808,"Additivity","connected"
"EN:allnetworks","Fusidic acid_Levofloxacin",2.75,32,32,51.25,41.625,"0","Fusidic acid","Levofloxacin","Fusidic acid-Levofloxacin","FUS","LCX",0,"other protein synthesis inhibitor","DNA gyrase","DNA gyrase-other protein synthesis inhibitor",0,"protein synthesis inhibitor","DNA","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.028102099,0,0.108365557,0.014199619,0.058914554,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,4,0.00315435733476808,"Additivity","connected"
"Co-functional (EcoCyc/GO-BP)","Fusidic acid_Mecillinam",4,1,1,72,36.5,"0","Fusidic acid","Mecillinam","Fusidic acid-Mecillinam","FUS","MEC",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.145957562,0.107305558,0.184966637,-0.094777567,0.048979425,-0.0462416,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,3,0.00301397308867962,"Additivity-Antagonism","connected"
"Co-functional (GO-BP)","Fusidic acid_Mecillinam",4,1,1,72,36.5,"0","Fusidic acid","Mecillinam","Fusidic acid-Mecillinam","FUS","MEC",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.145957562,0.107305558,0.184966637,-0.094777567,0.048979425,-0.0462416,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,3,0.00301397308867962,"Additivity-Antagonism","connected"
"Co-expression","Fusidic acid_Mecillinam",3,4,4,63,33.5,"0","Fusidic acid","Mecillinam","Fusidic acid-Mecillinam","FUS","MEC",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.145957562,0.107305558,0.184966637,-0.094777567,0.048979425,-0.0462416,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,3,0.00301397308867962,"Additivity-Antagonism","connected"
"High-throughput PPI","Fusidic acid_Mecillinam",4,5,5,9,7,"0","Fusidic acid","Mecillinam","Fusidic acid-Mecillinam","FUS","MEC",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.145957562,0.107305558,0.184966637,-0.094777567,0.048979425,-0.0462416,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,3,0.00301397308867962,"Additivity-Antagonism","connected"
"Similar genomic context","Fusidic acid_Mecillinam",3,14,14,30,22,"0","Fusidic acid","Mecillinam","Fusidic acid-Mecillinam","FUS","MEC",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.145957562,0.107305558,0.184966637,-0.094777567,0.048979425,-0.0462416,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,3,0.00301397308867962,"Additivity-Antagonism","connected"
"EN:allnetworks","Fusidic acid_Mecillinam",2,32,32,56,44,"0","Fusidic acid","Mecillinam","Fusidic acid-Mecillinam","FUS","MEC",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.145957562,0.107305558,0.184966637,-0.094777567,0.048979425,-0.0462416,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","R","R","SS","SS","RS","RS","RR","RR",-1,-1,0,0,1,1,0,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,3,0.00301397308867962,"Additivity-Antagonism","connected"
"Co-functional (EcoCyc/GO-BP)","Fusidic acid_Meropenem",4.5,1,1,53.8333,27.4167,"0","Fusidic acid","Meropenem","Fusidic acid-Meropenem","FUS","MEM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.09910028,0.119853676,-0.055947497,-0.114139096,0.088220898,-0.021566144,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,3,0.00301397308867962,"Additivity","connected"
"Co-functional (GO-BP)","Fusidic acid_Meropenem",4.5,1,1,48.6667,24.8333,"0","Fusidic acid","Meropenem","Fusidic acid-Meropenem","FUS","MEM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.09910028,0.119853676,-0.055947497,-0.114139096,0.088220898,-0.021566144,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,3,0.00301397308867962,"Additivity","connected"
"Co-expression","Fusidic acid_Meropenem",4,4,4,25.8333,14.9167,"0","Fusidic acid","Meropenem","Fusidic acid-Meropenem","FUS","MEM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.09910028,0.119853676,-0.055947497,-0.114139096,0.088220898,-0.021566144,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,3,0.00301397308867962,"Additivity","connected"
"High-throughput PPI","Fusidic acid_Meropenem",3.8333,4.8333,4.8333,19.8333,12.3333,"0","Fusidic acid","Meropenem","Fusidic acid-Meropenem","FUS","MEM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.09910028,0.119853676,-0.055947497,-0.114139096,0.088220898,-0.021566144,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,3,0.00301397308867962,"Additivity","connected"
"Similar genomic context","Fusidic acid_Meropenem",3.1667,19,19,30.3333,24.6667,"0","Fusidic acid","Meropenem","Fusidic acid-Meropenem","FUS","MEM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.09910028,0.119853676,-0.055947497,-0.114139096,0.088220898,-0.021566144,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,3,0.00301397308867962,"Additivity","connected"
"EN:allnetworks","Fusidic acid_Meropenem",2.5,32,32,67,49.5,"0","Fusidic acid","Meropenem","Fusidic acid-Meropenem","FUS","MEM",0,"other protein synthesis inhibitor","beta-lactam","beta-lactam-other protein synthesis inhibitor",0,"protein synthesis inhibitor","cell wall","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.09910028,0.119853676,-0.055947497,-0.114139096,0.088220898,-0.021566144,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,3,0.00301397308867962,"Additivity","connected"
"Co-functional (EcoCyc/GO-BP)","Fusidic acid_Metformin",Inf,0,1,6,3.5,"0","Fusidic acid","Metformin","Fusidic acid-Metformin","FUS","MF",0,"other protein synthesis inhibitor","human drug","human drug-other protein synthesis inhibitor",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.112983311,-0.047151124,-0.635003713,-0.731163464,-0.127642221,-0.09746855,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","disconnected"
"Co-expression","Fusidic acid_Metformin",3,4,4,33,18.5,"0","Fusidic acid","Metformin","Fusidic acid-Metformin","FUS","MF",0,"other protein synthesis inhibitor","human drug","human drug-other protein synthesis inhibitor",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.112983311,-0.047151124,-0.635003713,-0.731163464,-0.127642221,-0.09746855,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
"High-throughput PPI","Fusidic acid_Metformin",4,5,5,33,19,"0","Fusidic acid","Metformin","Fusidic acid-Metformin","FUS","MF",0,"other protein synthesis inhibitor","human drug","human drug-other protein synthesis inhibitor",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.112983311,-0.047151124,-0.635003713,-0.731163464,-0.127642221,-0.09746855,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
"Similar genomic context","Fusidic acid_Metformin",4,19,19,30,24.5,"0","Fusidic acid","Metformin","Fusidic acid-Metformin","FUS","MF",0,"other protein synthesis inhibitor","human drug","human drug-other protein synthesis inhibitor",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.112983311,-0.047151124,-0.635003713,-0.731163464,-0.127642221,-0.09746855,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
"EN:allnetworks","Fusidic acid_Metformin",2,32,32,48,40,"0","Fusidic acid","Metformin","Fusidic acid-Metformin","FUS","MF",0,"other protein synthesis inhibitor","human drug","human drug-other protein synthesis inhibitor",0,"protein synthesis inhibitor","human","human-protein synthesis inhibitor",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.112983311,-0.047151124,-0.635003713,-0.731163464,-0.127642221,-0.09746855,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,0.00886746948477885,"Additivity-Synergy","connected"
