"drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","network","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","HDC_D1_ebw","HDC_D1_ecr","HDC_D1_stm","HDC_D1_seo","HDC_D1_pae","HDC_D1_pau","LF_D1_ebw","LF_D1_ecr","LF_D1_stm","LF_D1_seo","LF_D1_pae","LF_D1_pau","SR_D1_ebw","SR_D1_ecr","SR_D1_stm","SR_D1_seo","SR_D1_pae","SR_D1_pau","HDC_D2_ebw","HDC_D2_ecr","HDC_D2_stm","HDC_D2_seo","HDC_D2_pae","HDC_D2_pau","LF_D2_ebw","LF_D2_ecr","LF_D2_stm","LF_D2_seo","LF_D2_pae","LF_D2_pau","SR_D2_ebw","SR_D2_ecr","SR_D2_stm","SR_D2_seo","SR_D2_pae","SR_D2_pau","clusters","sigma.rate","type","connection_onoff","drug_cat","targ","us","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g"
"Levofloxacin_Triclosan","Levofloxacin","Triclosan",3,8,8,13,11,"0","Similar phylogenetic profiles","LCX","TRI","DNA gyrase","other membrane","DNA","membrane","antibiotic","anti-infective",-0.056423791,-0.073373625,0.076207711,0.094483175,-0.041675838,-0.057520637,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Levofloxacin-Triclosan","DNA gyrase-other membrane","DNA-membrane","anti-infective-antibiotic",0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"S","S","S","S","S","S",0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"R","R","R","R","R","R",4,0.00125176157439658,"Additivity","connected",0,0,0,0,0,0,0,0,0,0
"Levofloxacin_Trimethoprim","Levofloxacin","Trimethoprim",4,6,6,9,8,"0","Similar phylogenetic profiles","LCX","TMP","DNA gyrase","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",0.105275988,0.123952775,0.087911122,0,-0.046188333,0,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Levofloxacin-Trimethoprim","DNA gyrase-folic acid biosynthesis","DNA-DNA","antibiotic-antibiotic",0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"S","S","S","S","S","S",0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,"S","S","S","S","R","R",1,0.000629838166986853,"Additivity-Antagonism","connected",0,1,1,0,1,0,0,0,0,1
"Mecillinam_Meropenem","Mecillinam","Meropenem",6,1,1,2,2,"0","Similar phylogenetic profiles","MEC","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.180678916,-0.059210868,-0.52230441,-0.158482509,0.029351836,-0.045894793,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Mecillinam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,0,-1,0,0,0,-1
"Mecillinam_Metformin","Mecillinam","Metformin",7,1,2,2,2,"0","Similar phylogenetic profiles","MEC","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.414384026,0.140236468,0.254120239,0.674525954,0.02924525,-0.036205742,"Antagonism","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","Mecillinam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",2,0.00359381023086882,"Additivity-Antagonism","connected",0,0,0,1,0,1,0,0,0,2
"Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",7,1,2,8,5,"0","Similar phylogenetic profiles","MEC","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.156986703,0.1889792,0.19202335,0.046432186,-0.040441659,0.035043559,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",2,0.00359381023086882,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Mecillinam_Novobiocin","Mecillinam","Novobiocin",7,1,2,8,5,"0","Similar phylogenetic profiles","MEC","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.093088639,-0.008681683,-0.164884467,-0.041625843,0.027314775,0.031522084,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",3,0.00164627036677758,"Additivity-Synergy","connected",0,0,1,0,0,-1,0,0,0,-1
"Mecillinam_Penicillin G","Mecillinam","Penicillin G",6,1,1,2,2,"0","Similar phylogenetic profiles","MEC","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.090896389,-0.15440365,-0.248523125,-0.137932539,-0.031293357,0.030800272,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Mecillinam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,"R","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,0,-1,-1,0,0,-2
"Mecillinam_Piperacillin","Mecillinam","Piperacillin",6,1,1,2,2,"0","Similar phylogenetic profiles","MEC","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.0792574,-0.076516716,-0.454982791,-0.632539187,0.065026932,0.026155963,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Mecillinam-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,"R","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,0,-1,-1,0,0,-2
"Mecillinam_Sulfamonomethoxine","Mecillinam","Sulfamonomethoxine",7,1,2,3,2,"0","Similar phylogenetic profiles","MEC","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.115221769,-0.05037104,0.068151067,-0.06126872,0.037195599,-0.038624628,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"R","R","R","R","R","R",5,0.00305904974808657,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Mecillinam_Triclosan","Mecillinam","Triclosan",6,1,2,13,8,"0","Similar phylogenetic profiles","MEC","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.08638066,-0.08577841,-0.037504893,-0.029923796,-0.038245059,0.039273208,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Mecillinam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"R","R","R","R","R","R",3,0.00164627036677758,"Additivity","connected",0,0,0,0,0,0,0,0,0,0
"Mecillinam_Trimethoprim","Mecillinam","Trimethoprim",7,1,2,7,4,"0","Similar phylogenetic profiles","MEC","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.228821859,0.091123237,0.130445933,0.12762232,-0.046041549,-0.034668575,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Mecillinam-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,"S","S","S","S","R","R",8,0.00192460283307052,"Additivity-Synergy","connected",0,0,1,-1,0,0,0,0,0,-1
"Meropenem_Novobiocin","Meropenem","Novobiocin",6,2,2,8,5,"0","Similar phylogenetic profiles","MEM","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.074089429,-0.100042714,-0.162022549,-0.025125262,0.04914106,-0.035827295,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",3,0.00164627036677758,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Meropenem_Penicillin G","Meropenem","Penicillin G",6,1,1,2,2,"0","Similar phylogenetic profiles","MEM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.022390979,-0.111268039,-0.328360003,-0.271991515,-0.049163666,0.025804088,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Meropenem-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,"R","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,0,-1,0,0,0,-1
"Meropenem_Piperacillin","Meropenem","Piperacillin",6,1,1,2,2,"0","Similar phylogenetic profiles","MEM","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.073097917,-0.161554188,-0.442742427,-0.296475539,0.029460805,-0.084089138,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Meropenem-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,"R","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,-1,-1,0,0,0,-2
"Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",5,2,2,3,2,"0","Similar phylogenetic profiles","MEM","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.02821452,-0.105417466,0.015901437,-0.040127076,-0.065655478,0.046812545,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"R","R","R","R","R","R",5,0.00305904974808657,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Meropenem_Trimethoprim","Meropenem","Trimethoprim",5,2,2,7,4,"0","Similar phylogenetic profiles","MEM","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.26189979,-0.095179138,-0.083575084,-0.067121067,0.054825356,0.059001928,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,"S","S","S","S","R","R",3,0.00164627036677758,"Additivity-Synergy","connected",0,0,1,-1,0,0,0,0,0,-1
"Metformin_Novobiocin","Metformin","Novobiocin",4,2,2,8,5,"0","Similar phylogenetic profiles","MF","NVB","human drug","quinolones","human","DNA","human-targeted drug","antibiotic",0.161260742,0.181362655,-0.367893804,-0.161048669,-0.092796363,-0.03810446,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Different","Different","Different","Metformin-Novobiocin","human drug-quinolones","DNA-human","antibiotic-human-targeted drug",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",0,0,0,0,0,-1,0,0,0,-1
"Metformin_Penicillin G","Metformin","Penicillin G",6,1,2,2,2,"0","Similar phylogenetic profiles","MF","PEN","human drug","beta-lactam","human","cell wall","human-targeted drug","antibiotic",0.073926155,0.050441359,0.053931935,0.081491473,0.024865947,0.038397313,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Metformin-Penicillin G","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,"R","S","S","S","R","R",2,0.00359381023086882,"Additivity","connected",0,0,0,0,0,0,0,0,0,0
"Metformin_Piperacillin","Metformin","Piperacillin",6,1,2,2,2,"0","Similar phylogenetic profiles","MF","PIP","human drug","beta-lactam","human","cell wall","human-targeted drug","antibiotic",0.06466441,0.091672837,-0.35264116,-0.43584446,-0.398713854,-0.509952545,"Additivity","Additivity","Additivity","Additivity","Additivity","Synergy","Different","Different","Different","Metformin-Piperacillin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,"R","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",0,0,0,0,0,0,0,0,-1,-1
"Metformin_Sulfamonomethoxine","Metformin","Sulfamonomethoxine",4,2,2,3,2,"0","Similar phylogenetic profiles","MF","SMM","human drug","folic acid biosynthesis","human","DNA","human-targeted drug","antibiotic",-0.036551329,0.045807514,0.040047515,0.045790468,0.062199238,0.035394271,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Metformin-Sulfamonomethoxine","folic acid biosynthesis-human drug","DNA-human","antibiotic-human-targeted drug",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"R","R","R","R","R","R",8,0.00192460283307052,"Additivity","connected",0,0,0,0,0,0,0,0,0,0
"Metformin_Trimethoprim","Metformin","Trimethoprim",3,2,2,7,4,"0","Similar phylogenetic profiles","MF","TMP","human drug","folic acid biosynthesis","human","DNA","human-targeted drug","antibiotic",0.077358393,0.146219949,0.126628491,0.224133085,0.05332541,-0.030723111,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Additivity","Different","Different","Different","Metformin-Trimethoprim","folic acid biosynthesis-human drug","DNA-human","antibiotic-human-targeted drug",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,"S","S","S","S","R","R",2,0.00359381023086882,"Additivity-Antagonism","connected",0,0,0,0,0,1,1,0,0,2
"Moxifloxacin_Novobiocin","Moxifloxacin","Novobiocin",2,6,6,10,8,"0","Similar phylogenetic profiles","MXF","NVB","quinolones","quinolones","DNA","DNA","antibiotic","antibiotic",-0.212664607,0.199170693,0.094108653,-0.039329857,0.027280283,-0.04635133,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Moxifloxacin-Novobiocin","quinolones-quinolones","DNA-DNA","antibiotic-antibiotic",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",4,0.00125176157439658,"Additivity-Antagonism","connected",1,1,1,0,1,0,0,0,0,1
"Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",5,2,2,8,5,"0","Similar phylogenetic profiles","MXF","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",0.081331455,0.055527984,0.092938382,0.058714032,-0.215559434,0.036104615,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Moxifloxacin-Penicillin G","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,"R","S","S","S","R","R",1,0.000629838166986853,"Additivity-Synergy","connected",0,0,1,0,0,0,0,-1,0,-1
"Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",5,2,2,8,5,"0","Similar phylogenetic profiles","MXF","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.113802043,0.042681352,0.124006445,0.068160395,0.062404758,0.133086355,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Moxifloxacin-Piperacillin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,"R","S","S","S","S","S",8,0.00192460283307052,"Additivity-Antagonism","connected",0,0,1,0,0,1,0,0,0,1
"Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",2,3,3,8,6,"0","Similar phylogenetic profiles","MXF","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.030760588,0.037674029,0.062737431,0.039016156,0.02936024,-0.061806287,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Moxifloxacin-Sulfamonomethoxine","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"R","R","R","R","R","R",8,0.00192460283307052,"Additivity","connected",0,1,1,0,0,0,0,0,0,0
"Moxifloxacin_Trimethoprim","Moxifloxacin","Trimethoprim",4,6,6,9,8,"0","Similar phylogenetic profiles","MXF","TMP","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",0.14698121,0.12904342,0.079749467,-0.027710303,-0.01633751,-0.05219951,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Moxifloxacin-Trimethoprim","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,"S","S","S","S","R","R",12,0.00305847806406641,"Additivity-Antagonism","connected",0,1,1,0,1,0,0,0,0,1
"Novobiocin_Penicillin G","Novobiocin","Penicillin G",6,2,2,8,5,"0","Similar phylogenetic profiles","NVB","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.03745407,0.027633383,0.044083906,-0.041259192,-0.083605694,-0.029289325,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Novobiocin-Penicillin G","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,"R","S","S","S","R","R",5,0.00305904974808657,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Novobiocin_Piperacillin","Novobiocin","Piperacillin",6,2,2,8,5,"0","Similar phylogenetic profiles","NVB","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic",-0.065526063,-0.092736608,-0.082676808,-0.037692327,-0.054464223,-0.035052801,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Novobiocin-Piperacillin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,"R","S","S","S","S","S",3,0.00164627036677758,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",2,3,3,8,6,"0","Similar phylogenetic profiles","NVB","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic",-0.066328647,0.038095469,0.082967085,0.049561465,0.039456728,-0.035011491,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Novobiocin-Sulfamonomethoxine","folic acid biosynthesis-quinolones","DNA-DNA","antibiotic-antibiotic",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"R","R","R","R","R","R",8,0.00192460283307052,"Additivity","connected",0,1,1,0,0,0,0,0,0,0
"Novobiocin_Triclosan","Novobiocin","Triclosan",3,8,8,13,10,"0","Similar phylogenetic profiles","NVB","TRI","quinolones","other membrane","DNA","membrane","antibiotic","anti-infective",0.056867496,-0.072267537,-0.174185559,0.071407499,0.027329343,0.056102306,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Novobiocin-Triclosan","other membrane-quinolones","DNA-membrane","anti-infective-antibiotic",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"R","R","R","R","R","R",6,0.00234813801488896,"Additivity","connected",0,0,0,0,0,0,0,0,0,0
