"drug_pair","Drug1","Drug2","drugdrug.x","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","drugdrug.y","clusters","sigma.rate"
"Berberine_Tigecycline","Berberine","Tigecycline","Berberine-Tigecycline","BBR","TGC",0,"food additive","tetracycline","food additive-tetracycline",0,"human","protein synthesis inhibitor","human-protein synthesis inhibitor",0,"food additive","antibiotic","antibiotic-food additive",0.065409682,0.077098501,0.050144076,0.084414135,-0.052186021,0.034301756,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Berberine-Tigecycline",1,0.00161041532291776
"Berberine_Spiramycin","Berberine","Spiramycin","Berberine-Spiramycin","BBR","SPM",0,"food additive","macrolide","food additive-macrolide",0,"human","protein synthesis inhibitor","human-protein synthesis inhibitor",0,"food additive","antibiotic","antibiotic-food additive",0.077303441,0.064007332,-0.040335813,-0.055420227,-0.059906456,0.035485634,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Berberine-Spiramycin",4,0.00101849165039097
"Berberine_Erythromycin","Berberine","Erythromycin","Berberine-Erythromycin","BBR","ERI",0,"food additive","macrolide","food additive-macrolide",0,"human","protein synthesis inhibitor","human-protein synthesis inhibitor",0,"food additive","antibiotic","antibiotic-food additive",0.111772853,0.095546744,-0.046965226,-0.079168157,0.144947686,0.12925687,"Antagonism","Additivity","Additivity","Additivity","Antagonism","Antagonism",1,0,0,0,1,1,3,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,15,15,32,32,32,32,0.54,0.65,0.52,0.49,0.61,0.59,"Berberine-Erythromycin",1,0.00161041532291776
"Berberine_Clarithromycin","Berberine","Clarithromycin","Berberine-Clarithromycin","BBR","CLR",0,"food additive","macrolide","food additive-macrolide",0,"human","protein synthesis inhibitor","human-protein synthesis inhibitor",0,"food additive","antibiotic","antibiotic-food additive",0.109282392,0.117873944,-0.103809539,-0.067565477,0.21769406,0.145020245,"Additivity","Additivity","Additivity","Additivity","Antagonism","Antagonism",0,0,0,0,1,1,2,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,30,30,30,30,60,60,0.45,0.57,0.6,0.54,0.36,0.44,"Berberine-Clarithromycin",1,0.00161041532291776
"Berberine_Caffeine","Berberine","Caffeine","Berberine-Caffeine","BBR","CAF",1,"food additive","food additive","food additive-food additive",1,"human","human","human-human",1,"food additive","food additive","food additive-food additive",0.042678017,0.058331144,0.042318313,0.048283537,-0.026894736,0.037537461,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,200,200,200,200,200,200,0.85,0.88,0.84,0.86,0.85,0.85,"Berberine-Caffeine",1,0.00161041532291776
"Berberine_Reserpine","Berberine","Reserpine","Berberine-Reserpine","BBR","RSP",0,"food additive","human drug","food additive-human drug",1,"human","human","human-human",0,"food additive","human-targeted drug","food additive-human-targeted drug",0.048024101,-0.047852607,-0.059829229,-0.046020312,-0.043315438,0.020948454,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Berberine-Reserpine",4,0.00101849165039097
"Berberine_Procaine","Berberine","Procaine","Berberine-Procaine","BBR","PRC",0,"food additive","human drug","food additive-human drug",1,"human","human","human-human",0,"food additive","human-targeted drug","food additive-human-targeted drug",0.076292917,-0.243760501,-0.091997787,-0.133801145,0.07342038,-0.041425631,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Berberine-Procaine",2,0.00151654919727939
"Berberine_Theophylline","Berberine","Theophylline","Berberine-Theophylline","BBR","TPH",0,"food additive","human drug","food additive-human drug",1,"human","human","human-human",0,"food additive","human-targeted drug","food additive-human-targeted drug",0.072607848,0.062803838,-0.049881735,0.069556987,-0.086773385,0.039434903,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Berberine-Theophylline",8,0.00215049609648241
"Berberine_Verapamil","Berberine","Verapamil","Berberine-Verapamil","BBR","VPM",0,"food additive","human drug","food additive-human drug",1,"human","human","human-human",0,"food additive","human-targeted drug","food additive-human-targeted drug",0.096334147,-0.101981658,0.046614743,0.075881155,0.035559613,0.061510468,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Berberine-Verapamil",1,0.00161041532291776
"Metformin_Teicoplanin","Metformin","Teicoplanin","Metformin-Teicoplanin","MF","TEC",0,"human drug","other cell wall","human drug-other cell wall",0,"human","cell wall","cell wall-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.073467559,-0.04784006,0.031088197,-0.019648264,0.026582703,-0.041009182,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Metformin-Teicoplanin",1,0.00161041532291776
"Metformin_Metronidazole","Metformin","Metronidazole","Metformin-Metronidazole","MF","MTZ",0,"human drug","other DNA","human drug-other DNA",0,"human","DNA","DNA-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.043032477,-0.045210768,0.030917443,0.066708644,0.061142949,-0.0287948,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85,"Metformin-Metronidazole",1,0.00161041532291776
"Metformin_Mitomycin C","Metformin","Mitomycin C","Metformin-Mitomycin C","MF","MMC",0,"human drug","other DNA","human drug-other DNA",0,"human","DNA","DNA-human",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",0.062903339,0.105975626,0.06477714,0.086832722,-0.168433768,0.082214425,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0,"Metformin-Mitomycin C",1,0.00161041532291776
"Metformin_Sulfamonomethoxine","Metformin","Sulfamonomethoxine","Metformin-Sulfamonomethoxine","MF","SMM",0,"human drug","folic acid biosynthesis","folic acid biosynthesis-human drug",0,"human","DNA","DNA-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.036551329,0.045807514,0.040047515,0.045790468,0.062199238,0.035394271,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Metformin-Sulfamonomethoxine",5,0.00124289159607791
"Metformin_Nisin","Metformin","Nisin","Metformin-Nisin","MF","NSN",0,"human drug","PMF","human drug-PMF",0,"human","PMF","human-PMF",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.049843804,-0.029703154,0.021812233,0.055742247,0.036001459,0.041365891,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,"Metformin-Nisin",1,0.00161041532291776
"Metformin_Nonactin","Metformin","Nonactin","Metformin-Nonactin","MF","NON",0,"human drug","PMF","human drug-PMF",0,"human","PMF","human-PMF",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.019459115,0.039396545,0.017201935,-0.032745536,0.046383861,-0.031024374,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,"Metformin-Nonactin",4,0.00101849165039097
"Metformin_Paraquat","Metformin","Paraquat","Metformin-Paraquat","MF","PQ",0,"human drug","oxidative stress","human drug-oxidative stress",0,"human","oxidative stress","human-oxidative stress",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",0.029009382,0.042866728,0.056758887,0.122914248,0.016103637,-0.021384611,"Additivity","Additivity","Additivity","Antagonism","Additivity","Additivity",0,0,0,1,0,0,1,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Metformin-Paraquat",1,0.00161041532291776
"Metformin_Tigecycline","Metformin","Tigecycline","Metformin-Tigecycline","MF","TGC",0,"human drug","tetracycline","human drug-tetracycline",0,"human","protein synthesis inhibitor","human-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.049223489,0.018194696,0.03421986,0.118347495,-0.108506637,0.053636486,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Metformin-Tigecycline",1,0.00161041532291776
"Metformin_Spiramycin","Metformin","Spiramycin","Metformin-Spiramycin","MF","SPM",0,"human drug","macrolide","human drug-macrolide",0,"human","protein synthesis inhibitor","human-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.166334243,0.059783451,0.041518527,0.025759932,0.015261654,0.030954525,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Metformin-Spiramycin",1,0.00161041532291776
"Metformin_Reserpine","Metformin","Reserpine","Metformin-Reserpine","MF","RSP",1,"human drug","human drug","human drug-human drug",1,"human","human","human-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",-0.058661218,-0.064686012,0.022940016,0.046101083,-0.027687445,-0.061389055,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Metformin-Reserpine",6,0.00181682055372977
"Metformin_Procaine","Metformin","Procaine","Metformin-Procaine","MF","PRC",1,"human drug","human drug","human drug-human drug",1,"human","human","human-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",-0.133663389,-0.223769844,0.069696126,0.137021082,-0.314026126,-0.227652351,"Synergy","Synergy","Additivity","Additivity","Synergy","Synergy",-1,-1,0,0,-1,-1,-4,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Metformin-Procaine",6,0.00181682055372977
"Metformin_Theophylline","Metformin","Theophylline","Metformin-Theophylline","MF","TPH",1,"human drug","human drug","human drug-human drug",1,"human","human","human-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",-0.033990073,0.036677694,0.022667511,0.120225032,0.039316804,0.016825611,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Metformin-Theophylline",5,0.00124289159607791
"Metformin_Verapamil","Metformin","Verapamil","Metformin-Verapamil","MF","VPM",1,"human drug","human drug","human drug-human drug",1,"human","human","human-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",0.037728554,-0.027426042,0.040088093,0.093384883,0.07979409,0.059891135,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Metformin-Verapamil",1,0.00161041532291776
"Diclofenac_Imipenem","Diclofenac","Imipenem","Diclofenac-Imipenem","DIC","IPM",0,"human drug","beta-lactam","beta-lactam-human drug",0,"human","cell wall","cell wall-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.026738501,0.058413807,0.059349501,-0.059813184,-0.032895725,0.057218132,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"Diclofenac-Imipenem",7,0.00254252495318575
"Diclofenac_Teicoplanin","Diclofenac","Teicoplanin","Diclofenac-Teicoplanin","DIC","TEC",0,"human drug","other cell wall","human drug-other cell wall",0,"human","cell wall","cell wall-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.020622042,-0.023427286,0.030916466,-0.078086554,0.024289828,0.033504154,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Diclofenac-Teicoplanin",2,0.00151654919727939
"Diclofenac_Metronidazole","Diclofenac","Metronidazole","Diclofenac-Metronidazole","DIC","MTZ",0,"human drug","other DNA","human drug-other DNA",0,"human","DNA","DNA-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.03255195,0.04724429,0.041434024,0.020366856,0.029725295,0.024619504,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85,"Diclofenac-Metronidazole",1,0.00161041532291776
"Diclofenac_Doxorubicin","Diclofenac","Doxorubicin","Diclofenac-Doxorubicin","DIC","DXR",0,"human drug","other DNA","human drug-other DNA",0,"human","DNA","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",0.059835337,0.038994789,0.040004039,0.043167323,0.03751093,0.028878546,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,"Diclofenac-Doxorubicin",1,0.00161041532291776
"Diclofenac_Mitomycin C","Diclofenac","Mitomycin C","Diclofenac-Mitomycin C","DIC","MMC",0,"human drug","other DNA","human drug-other DNA",0,"human","DNA","DNA-human",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",0.076765926,-0.141001661,-0.068105054,0.077164579,-0.070120095,-0.186661353,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0,"Diclofenac-Mitomycin C",6,0.00181682055372977
"Diclofenac_Levofloxacin","Diclofenac","Levofloxacin","Diclofenac-Levofloxacin","DIC","LCX",0,"human drug","DNA gyrase","DNA gyrase-human drug",0,"human","DNA","DNA-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.021107816,0.042285889,0.020305184,-0.01832479,-0.051271338,-0.240291629,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"Diclofenac-Levofloxacin",4,0.00101849165039097
"Diclofenac_Sulfamonomethoxine","Diclofenac","Sulfamonomethoxine","Diclofenac-Sulfamonomethoxine","DIC","SMM",0,"human drug","folic acid biosynthesis","folic acid biosynthesis-human drug",0,"human","DNA","DNA-human",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.042735426,0.049206462,0.014887568,-0.049094751,-0.031026748,0.046887335,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Diclofenac-Sulfamonomethoxine",2,0.00151654919727939
"Diclofenac_Nisin","Diclofenac","Nisin","Diclofenac-Nisin","DIC","NSN",0,"human drug","PMF","human drug-PMF",0,"human","PMF","human-PMF",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.031240969,0.01573789,0.049834381,0.039205955,-0.014690792,-0.034664233,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,"Diclofenac-Nisin",1,0.00161041532291776
"Diclofenac_Nonactin","Diclofenac","Nonactin","Diclofenac-Nonactin","DIC","NON",0,"human drug","PMF","human drug-PMF",0,"human","PMF","human-PMF",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.023444735,0.03858845,-0.050951005,-0.023209074,0.02403386,-0.043629652,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,"Diclofenac-Nonactin",4,0.00101849165039097
"Diclofenac_Paraquat","Diclofenac","Paraquat","Diclofenac-Paraquat","DIC","PQ",0,"human drug","oxidative stress","human drug-oxidative stress",0,"human","oxidative stress","human-oxidative stress",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",0.040818094,0.046460231,-0.039687031,-0.027993821,-0.03474297,0.045805486,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Diclofenac-Paraquat",4,0.00101849165039097
