Species,Plate,Row,Column,Compound Name,Average Relative Growth: DMSO + Compound,Average Relative Growth: AmpB + Compound,Average Relative Growth: Ben + Compound,Average Relative Growth: CF + Compound,Average Relative Growth: Cyp + Compound,Average Relative Growth: FL + Compound,Average Relative Growth: TB + Compound
S.pombe,CCC0343D1,C,5,PROTOVERATRINE B,101.7,98.91,98.85,100.22,99.03,101.22,103.25
S.pombe,CCC0337D1,E,11,Protriptyline hydrochloride,99.83,98.09,105.11,101.37,99.55,97.42,101.63
S.pombe,CCC0337D1,A,11,Proxyphylline,98.02,101.85,100.96,100.81,96.69,104.18,98.45
S.pombe,CCC0358D1,H,4,PSEUDO-ANISATIN,96.61,100.16,99.14,101.28,107.04,101.84,102.02
S.pombe,CCC0369D1,A,11,"PSEUDO-BAPTIGENIN, METHYL ETHER",100.03,100.64,101.49,98.46,110.49,100.43,103.16
S.pombe,CCC0360D1,A,3,PSEUDOEPHEDRINE HYDROCHLORIDE,38.13,51.56,-3.22,24.52,1.08,42.51,-3
S.pombe,CCC0333D1,G,6,Pseudopelletierine hydrochloride,104.05,100.51,98.72,100.03,103.69,99.52,101.12
S.pombe,CCC0370D1,C,2,PSEUDO-TIGOGENIN ACETATE,95.89,99.9,102.92,100.34,72.06,98.8,99.15
S.pombe,CCC0356D1,C,2,PTAEROXYLIN,-1.57,68.56,-1.27,1.79,0.48,43.49,10.52
S.pombe,CCC0358D1,E,2,PTERIN-6-CARBOXYLIC ACID,103.28,100.44,100.5,105.08,103.61,97.89,97.11
S.pombe,CCC0358D1,B,6,PTERYXIN,99.12,99.22,100.96,98.66,100.44,96.93,98.37
S.pombe,CCC0331D1,H,11,Puromycin dihydrochloride,100.89,99.78,100.31,100.43,100.03,96.67,97.99
S.pombe,CCC0362D1,A,11,PURPURIN,104.47,105.55,106.11,99.53,103.62,101.69,103.21
S.pombe,CCC0365D1,C,4,PURPUROGALLIN,100.67,101,85.16,96.91,95.15,99.93,103.36
S.pombe,CCC0370D1,F,3,PURPUROGALLIN TETRAMETHYL ETHER,100.03,100.18,102.1,98.35,99.97,100.73,101.04
S.pombe,CCC0352D1,G,8,Purvalanol A,101.83,101.41,98.13,97.2,100.68,98.47,97.85
S.pombe,CCC0352D1,A,10,Putrescine dihydrochloride,100.93,100.63,97.51,97.71,99.21,99.77,99.08
S.pombe,CCC0360D1,B,3,PYRANTEL PAMOATE,95.37,93.2,50.21,94.82,90.96,99.86,92.5
S.pombe,CCC0328D1,F,3,Pyrantel tartrate,100.95,100.58,100.68,101.6,101.62,99.16,104.81
S.pombe,CCC0332D1,D,5,Pyrazinamide,99.21,100.64,97.34,100.52,99.97,101.58,101.12
S.pombe,CCC0353D1,C,2,Pyridostigmine bromide,101.13,101.56,100.31,100.11,102.36,100.38,99.82
S.pombe,CCC0333D1,G,4,Pyridoxine hydrochloride,100.39,100.01,100.81,104.45,101.02,98.88,103.14
S.pombe,CCC0329D1,E,10,Pyrilamine maleate,98.81,99.92,100.38,97.8,99.81,99.35,101.71
S.pombe,CCC0326D1,D,8,Pyrimethamine,98.62,101.35,100.61,99.85,100.97,98.9,99.42
S.pombe,CCC0359D1,D,6,PYRITHIONE ZINC,-3.88,-2.07,-2.78,-2.57,-1.42,-3.28,-1.78
S.pombe,CCC0336D1,A,4,Pyrithyldione,100.85,100.37,101.75,101.63,101.66,100.84,100.52
S.pombe,CCC0347D1,A,4,Pyrocatechol,99.53,100.01,97.76,101.07,98.94,102.85,101.69
S.pombe,CCC0365D1,H,6,PYROCATECHUIC ACID,101.08,101.06,103.65,102.17,102.06,103.99,102.63
S.pombe,CCC0370D1,E,3,PYROGALLIN,99.41,97.37,95.65,98.24,104.13,97.75,99.93
S.pombe,CCC0365D1,B,2,PYRROMYCIN,90.67,90.09,66.39,53.82,45.93,87.12,93.48
S.pombe,CCC0338D1,H,11,Pyrvinium pamoate,99.09,90.3,92.13,97.89,93.02,95.74,98.17
S.pombe,CCC0341D1,B,2,QUASSIN,100.66,103.42,99.48,101.28,102.46,100.28,100.29
S.pombe,CCC0353D1,G,5,Quazinone,100.74,100.91,104.47,100.72,100.33,99.42,100.69
S.pombe,CCC0358D1,B,11,QUEBRACHITOL,96.88,100.94,98.41,101.34,102.47,100.74,99.26
S.pombe,CCC0368D1,H,11,QUERCETIN PENTAMETHYL ETHER,89.26,91.79,82.12,34.4,69.95,94.19,98.16
S.pombe,CCC0365D1,A,11,"QUERCETIN TETRAMETHYL (5,7,3"",4"") ETHER",99.36,100.49,100.42,104.82,98.38,100.32,102.84
S.pombe,CCC0332D1,C,8,Quercetine dihydrate,99.55,100.74,100.58,100.85,100.92,103.23,97.28
S.pombe,CCC0343D1,D,2,QUERCITRIN,99.9,101.89,102.08,101.93,101.02,99.8,102.93
S.pombe,CCC0329D1,H,9,Quinacrine dihydrochloride dihydrate,96.8,96.98,97.97,74.73,96.22,57.54,107.24
S.pombe,CCC0357D1,D,3,QUINALIZARIN,101.13,96.54,98.85,99.45,98.4,105.36,100.41
S.pombe,CCC0365D1,A,5,QUINAMIDE ISOPROPYLIDENE,101.57,101.93,107.14,101.19,102.27,101.73,103.36
S.pombe,CCC0361D1,G,6,QUINAPRIL HYDROCHLORIDE,99.43,99.13,102.92,103.6,99.22,103.49,99.15
S.pombe,CCC0353D1,B,6,Quinelorane dihydrochloride,100.35,98.74,97.82,98.61,98.53,101.78,99.77
S.pombe,CCC0339D1,A,11,Quinethazone,102.21,101.13,99.29,101.35,99.59,101.41,99
S.pombe,CCC0339D1,G,4,Quinic acid,101.97,101.54,99.83,103.88,102.11,101.25,103.16
S.pombe,CCC0360D1,C,3,QUINIDINE GLUCONATE,102.95,101.52,104.06,98.42,102.03,101.63,100.94
S.pombe,CCC0329D1,D,11,Quinidine hydrochloride monohydrate,99.23,97.66,101.23,99.42,98.28,101.67,103.53
S.pombe,CCC0353D1,D,5,Quinidine sulfate,100.3,100.62,100.31,101.34,99.36,100.32,98.93
S.pombe,CCC0341D1,H,3,QUININE,99.98,100.94,100.68,102.48,101.24,100.09,98.93
S.pombe,CCC0368D1,F,9,QUININE ETHYL CARBONATE,93.09,98.12,67.63,101.65,95.68,105.01,96.19
S.pombe,CCC0353D1,E,5,Quinine sulfate,101.99,102.25,99.07,102.73,99.99,101.78,100.18
S.pombe,CCC0353D1,C,5,Quinolinic acid,103,100.07,101.35,99.94,99.99,102.5,100.44
S.pombe,CCC0333D1,F,8,Quipazine dimaleate salt,102.37,100.41,104.04,100.74,103.22,99.47,99.63
S.pombe,CCC0367D1,G,11,QUIPAZINE MALEATE,102.56,99.61,101.7,99.96,100.06,99.92,100.1
S.pombe,CCC0353D1,A,6,"Quipazine, 6-nitro-, maleate",98.73,99.38,100.64,101.28,99.67,98.51,99.62
S.pombe,CCC0353D1,H,5,"Quipazine, N-methyl-, dimaleate",98.63,100.84,99.98,96.91,97.08,99.96,99.42
S.pombe,CCC0340D1,G,11,QUISQUALIC ACID,100.52,100.53,102.29,104.02,99.5,102.57,101.74
S.pombe,CCC0327D1,C,2,R(-) Apomorphine hydrochloride hemihydrate,100.69,100.86,100.4,101.09,102.03,103.29,103.26
S.pombe,CCC0348D1,B,5,"R(-)-2,10,11-Trihydroxyaporphine hybrobromide",97.76,100.1,97.73,100.39,99.4,98.19,100.31
S.pombe,CCC0348D1,C,5,"R(-)-2,10,11-Trihydroxy-N-propylnoraporphine hydrobromide",100.59,99.36,99.74,100.28,99.7,100.79,100.26
S.pombe,CCC0348D1,H,4,R(-)-Apocodeine hydrochloride,98.68,99.46,99.96,104.22,97.02,100.17,101.56
S.pombe,CCC0353D1,F,8,R(-)-Denopamine,99.47,100.32,100.87,103.45,99.5,101.26,100.29
S.pombe,CCC0348D1,F,2,R-(-)-Desmethyldeprenyl hydrochloride,97.8,101.88,97.78,98.46,99.2,99.34,101.56
S.pombe,CCC0350D1,G,3,R(-)-Isoproterenol (+)-bitartrate,101.12,101.54,96.34,100.99,97.45,80.05,101.31
S.pombe,CCC0350D1,F,11,R(-)-Me5,101.9,100.38,99.18,96.19,98.4,96.46,99.42
S.pombe,CCC0352D1,A,9,R(-)-N6-(2-Phenylisopropyl)adenosine,97.61,98.11,97.71,98.91,101.26,100.08,98.45
S.pombe,CCC0348D1,F,5,R(-)-N-Allylnorapomorphine hydrobromide,98.93,99.6,99.49,97.68,99,100.9,98.08
S.pombe,CCC0348D1,A,5,R(-)-Propylnorapomorphine hydrochloride,101.71,101.49,101.09,102.26,99.9,102.01,100.86
S.pombe,CCC0354D1,D,5,R(-)-SCH-12679 maleate,103.7,98.65,101.36,96.47,100.01,100.17,101.43
S.pombe,CCC0353D1,E,2,R(+)-3PPP hydrochloride,99.93,99.28,101.35,102.17,99.45,99.18,99.82
S.pombe,CCC0346D1,B,6,R(+)-6-Bromo-APB hydrobromide,101.57,99.85,100.1,99.62,99.69,100.07,100.27
S.pombe,CCC0349D1,H,11,R-(+)-7-Hydroxy-DPAT hydrobromide,100.77,99.05,97.3,95.7,100.11,97.66,97.29
S.pombe,CCC0349D1,G,11,R-(+)-8-Hydroxy-DPAT hydrobromide,98.02,97.26,98.97,98.82,97.46,102.07,99.61
S.pombe,CCC0348D1,A,7,R(+)-Butylindazone,96.24,97,99.03,98.62,97.29,100.51,99.3
S.pombe,CCC0350D1,H,5,R(+)-IAA-94,101.94,100.33,100.52,101.43,100.71,101.04,100.54
S.pombe,CCC0350D1,F,10,R(+)-Lisuride hydrogen maleate,99.12,99.67,102.03,103.14,103.12,99.82,98.07
S.pombe,CCC0348D1,B,6,R(+)-SCH-23390 hydrochloride,100.88,99.85,101.6,100.61,100.45,99.08,100.52
S.pombe,CCC0355D1,H,2,R(+)-Terguride,100.28,101.07,103.79,106.57,98.85,101.72,103.08
S.pombe,CCC0355D1,H,4,R(+)-UH-301 hydrochloride,104.42,103.51,98.22,105.69,100.82,102.33,101.61
S.pombe,CCC0348D1,H,9,rac-2-Ethoxy-3-hexadecanamido-1-propylphosphocholine,96.14,43.25,99.6,44.25,98.52,89.08,99.22
S.pombe,CCC0348D1,A,10,rac-2-Ethoxy-3-octadecanamido-1-propylphosphocholine,97.8,0.44,99.28,37.97,96.09,88.04,96.66
S.pombe,CCC0333D1,G,7,Racecadotril,100,102.43,99.9,101.23,97.83,97.87,96.8
S.pombe,CCC0357D1,G,2,RACEPHEDRINE HYDROCHLORIDE,103.02,100.26,101.07,100.79,101.4,101.48,99.11
S.pombe,CCC0341D1,E,2,RADICICOL,43.59,38.96,38.09,32.63,16.99,-0.33,10.49
S.pombe,CCC0336D1,G,3,Raloxifene hydrochloride,100.15,99.28,100.28,100.56,101.55,100.4,104.06
S.pombe,CCC0358D1,E,10,RAMELTEON,103.07,98.46,103.42,99.83,102.52,99.43,102.03
S.pombe,CCC0339D1,G,8,Ramipril,102.07,100.26,101.49,98.38,99.43,99.6,102.67
S.pombe,CCC0360D1,G,8,RANITIDINE,16.61,7.22,47.64,58.25,17.6,95.49,58.08
S.pombe,CCC0328D1,E,2,Ranitidine hydrochloride,101.3,100.58,100.08,101.54,102.76,98.46,102
S.pombe,CCC0370D1,C,9,RANOLAZINE,100,100.96,107.19,97.55,100.58,99.89,100.63
S.pombe,CCC0353D1,H,6,Ranolazine dihydrochloride,100.01,99.95,101.25,96.58,98.34,101.72,99.36
S.pombe,CCC0341D1,A,3,RAPAMYCIN,94.1,24.5,92.03,10.14,92.44,82.31,96.53
S.pombe,CCC0333D1,B,8,Rauwolscine hydrochloride,101.68,101.59,99.34,103.63,99.14,103.24,99.25
S.pombe,CCC0353D1,B,8,Reactive Blue 2,104.12,102.2,102.25,111.47,104.4,105.09,103.04
S.pombe,CCC0369D1,G,11,REBAMIPIDE,103.48,98.54,99.2,90.87,100.7,99.74,97.81
S.pombe,CCC0341D1,A,10,REMERINE,94.78,85.38,97.24,48.73,95.81,54.15,98.93
S.pombe,CCC0338D1,B,2,Remoxipride Hydrochloride,98.2,100.24,99.25,99.44,99.66,97.51,97.91
S.pombe,CCC0339D1,A,7,Repaglinide,99.95,101.13,99.72,99.64,98.87,99.6,101.65
S.pombe,CCC0333D1,A,9,Rescinnamin,-0.06,-0.49,-1.09,-3.38,-1.56,-2.05,-3.84
S.pombe,CCC0336D1,H,6,Reserpine,101.65,100.69,98.71,100.88,98.24,99.67,99.97
S.pombe,CCC0338D1,C,5,Reserpinic acid hydrochloride,99.73,100.79,99.15,99.44,100.93,100.06,100.05
S.pombe,CCC0369D1,H,6,"RESISTOMYCIN, TETRAMETHYL ETHER",98.25,103.26,103.69,99.11,106.58,99.51,102.75
S.pombe,CCC0360D1,D,3,RESORCINOL,105.45,103.14,102.67,102.4,101.43,104.45,103.85
S.pombe,CCC0361D1,A,9,RESORCINOL MONOACETATE,101.48,99.59,76.03,104.79,83.64,101.88,94.68
S.pombe,CCC0332D1,C,9,Resveratrol,102.25,102.09,98.96,101.8,101.82,100.88,101.97
S.pombe,CCC0367D1,C,11,"RESVERATROL 4""-METHYL ETHER",98.28,98.73,87.22,78.11,99.21,91.52,97.33
S.pombe,CCC0329D1,B,8,Retinoic acid,100.87,100.23,100.63,100.64,98.99,100.11,103.05
S.pombe,CCC0349D1,A,9,Retinoic acid p-hydroxyanilide,96.99,14.37,100.99,99.1,98.6,100.01,101.65
S.pombe,CCC0341D1,H,5,"RETINOIC ACID, 9-cis-",99.63,101.16,99.98,101.99,99.11,102.77,100.18
S.pombe,CCC0360D1,A,10,RETINOL,100.35,97.06,131.61,100.33,101.53,101.24,101.37
S.pombe,CCC0358D1,B,10,RETINYL ACETATE,97.04,101.36,98.1,93.13,89,98.5,96.68
S.pombe,CCC0357D1,B,8,RETINYL PALMITATE,99.82,100.88,97.4,98.7,104.4,100.66,102.79
S.pombe,CCC0333D1,H,8,Retrorsine,99.74,99.36,98.79,98.78,100.08,102.07,96.17
S.pombe,CCC0369D1,G,3,RETUSIN 7-METHYL ETHER,96.84,96.38,98.57,93.74,38.05,-3.06,51.8
S.pombe,CCC0353D1,G,6,REV 5901,96.62,95.23,99.55,97.44,99.16,88.53,98.45
S.pombe,CCC0342D1,D,6,RHAMNETINE,102.3,99.3,101.44,103.84,99.56,99.84,102.06
S.pombe,CCC0342D1,G,11,RHAPONTIN,100.85,99.81,101.59,104.04,101.47,100.57,99.81
S.pombe,CCC0357D1,F,10,RHETSININE,101.08,103.1,100.71,100.74,98.55,100.6,100.18
S.pombe,CCC0356D1,B,11,RHODINYL ACETATE,97.25,99.33,100.32,98.19,99.19,99.24,101.8
S.pombe,CCC0367D1,D,7,RHODOCLADONIC ACID,98.72,96.68,8.21,65.47,12.56,90.12,31.34
S.pombe,CCC0367D1,G,10,RHODOMYRTOXIN,101.13,99.77,106.39,98.99,111.12,103.7,99.84
S.pombe,CCC0367D1,B,7,RHODOMYRTOXIN B,98.64,98.44,102.18,100.32,109.48,98.32,102.09
S.pombe,CCC0342D1,D,7,RHOIFOLIN,105.1,100.58,101.9,99.51,101.76,103.47,101.26
S.pombe,CCC0338D1,D,4,Ribavirin,100.42,100.5,98.75,100.17,100.27,100.33,100.1
S.pombe,CCC0333D1,H,5,Riboflavine,99.88,100,99.39,100.27,101.44,97.98,101.86
S.pombe,CCC0335D1,D,9,Ribostamycin sulfate salt,100.89,99.26,99.63,97.77,100.1,100.29,100.05
S.pombe,CCC0334D1,D,9,Ricinine,100.17,99.84,101.31,102.71,99.75,100.85,98.76
S.pombe,CCC0339D1,G,10,Rifabutin,95.97,-4.35,98.61,94.74,94.91,98.17,97.49
S.pombe,CCC0332D1,E,6,Rifampicin,100.3,-1.09,98.91,101.89,98.02,100.62,101.49
S.pombe,CCC0342D1,F,10,RIFAMYCIN SV-NA,101.1,102.12,100.39,102.84,99.26,101.89,97.68
S.pombe,CCC0363D1,H,2,RIFAXIMIN,100.62,102.08,101.79,105.34,98.57,101.45,98.82
S.pombe,CCC0338D1,C,3,Rilmenidine hemifumarate,99.78,101.31,98.25,96.33,101.8,100.17,98.6
S.pombe,CCC0353D1,E,8,Rilmenidine hemifumarate,100.32,100.86,100.02,99.61,102.51,100.74,100.29
S.pombe,CCC0328D1,A,8,Riluzole hydrochloride,99.64,100.58,98.92,99.08,98.7,62.79,98.93
S.pombe,CCC0338D1,F,11,Rimexolone,97.17,99.22,103.06,99.67,100.15,95.91,99.39
S.pombe,CCC0338D1,G,10,Risperidone,102.24,98.51,101.55,100.28,97.07,98.25,100.62
S.pombe,CCC0353D1,F,7,Ritanserin,99.22,87.67,100.46,98.55,99.41,99.49,98.83
S.pombe,CCC0330D1,C,10,Ritodrine hydrochloride,99.36,100.14,98.36,101.15,100.9,100.7,103.47
S.pombe,CCC0353D1,G,8,Ro 04-6790 dihydrochloride,100.3,99.09,98.89,100.95,100.08,101.65,101.62
S.pombe,CCC0353D1,G,7,Ro 16-6491 hydrochloride,102.55,100.42,99.96,103.79,101.68,100.51,99.13
S.pombe,CCC0346D1,E,4,Ro 20-1724,99.22,100.39,98.94,100.71,101.09,100.54,100.48
S.pombe,CCC0353D1,A,7,Ro 25-6981 hydrochloride,95.74,100.82,95.85,98.61,101.18,98.92,99.05
S.pombe,CCC0353D1,A,8,Ro 41-0960,99.03,96.91,100.27,98.33,98.02,100.53,100.77
S.pombe,CCC0353D1,H,7,Ro 41-1049 hydrochloride,99.37,98.12,101.91,101.7,101.2,101.98,102.43
S.pombe,CCC0353D1,D,7,Ro 8-4304,102.7,99.88,100.11,101.67,100.42,100.79,100.65
S.pombe,CCC0341D1,F,4,ROBINETINE,100.12,102.35,100.98,103.25,100.22,102.64,99.71
S.pombe,CCC0358D1,F,4,ROBUSTIC ACID,105.41,100.57,99.24,97.93,100.75,102.66,99.99
S.pombe,CCC0358D1,E,4,ROBUSTIC ACID METHYL ETHER,99.81,101.28,71.35,102.51,99.92,100.03,100.49
S.pombe,CCC0365D1,B,4,ROBUSTONE,101.99,103.37,100,100.81,101.75,103.93,104.41
S.pombe,CCC0364D1,E,8,ROCCELLIC ACID,98.17,97.16,100.13,96.68,103.38,98.69,100.01
S.pombe,CCC0362D1,E,4,ROFECOXIB,104.04,100.06,102.39,100.52,100.63,101.03,99.8
S.pombe,CCC0337D1,E,5,Rolipram,102.63,100.43,98.99,101.93,103.03,102.66,99.49
S.pombe,CCC0336D1,E,10,Rolitetracycline,100.8,101.71,101.09,102.52,102.21,100.03,101.88
S.pombe,CCC0339D1,H,6,Ronidazole,98.7,99.49,97.42,98.87,100.24,101.71,100.76
S.pombe,CCC0353D1,F,6,Ropinirole hydrochloride,100.15,97.65,101.29,101.23,100.86,99.81,99.92
S.pombe,CCC0342D1,C,8,ROSAMICIN,99.1,97.81,98.43,101.79,99.81,101.92,97.94
S.pombe,CCC0353D1,C,7,Roscovitine,100.35,101.36,101,99.94,99.94,100.79,100.7
S.pombe,CCC0362D1,E,5,ROSIGLITAZONE,101.3,101.83,100.54,99.34,99.93,100.33,100.66
S.pombe,CCC0341D1,A,7,ROSMARINIC ACID,101.69,100.25,100.11,100.19,100.02,96.86,101.12
S.pombe,CCC0357D1,E,3,ROSOLIC ACID,100.08,98.19,97.97,100.2,98.25,100.66,97.24
S.pombe,CCC0362D1,A,8,ROSUVASTATIN,102.49,103.42,101.18,102.27,99.37,100.02,99.29
S.pombe,CCC0341D1,D,7,ROTENONE,99.24,97.21,96.27,102.7,100.12,99.65,97.16
S.pombe,CCC0356D1,G,4,ROTENONIC ACID,101.81,104.17,101.45,97.97,101.22,103.59,100.56
S.pombe,CCC0358D1,D,4,"ROTENONIC ACID, METHYL ETHER",102.43,104.18,100.44,92.52,107.25,99.81,99.93
S.pombe,CCC0341D1,H,7,ROTTLERIN,97.77,97.74,96.47,100.63,97.72,29.48,96.59
S.pombe,CCC0338D1,A,11,Roxarsone,100.07,100.27,99.4,98.56,98.89,97.81,100.41
S.pombe,CCC0336D1,F,5,Roxithromycin,100.3,99.48,99.97,97.42,98.19,100.03,95.61
S.pombe,CCC0345D1,D,9,Rp-cAMPS triethylamine,98.75,99.23,97.38,100.93,95.41,96.83,103.25
S.pombe,CCC0343D1,A,10,RUBESCENSIN A,100.5,98.81,97.64,99.72,97,99.34,100.08
S.pombe,CCC0343D1,F,10,RUTAECARPINE,99.35,98.7,100.6,97.13,99.08,81.54,100.38
S.pombe,CCC0353D1,E,6,Ruthenium red,98.36,100.67,99.16,100.95,99.5,101.88,98.47
S.pombe,CCC0363D1,C,7,RUTILANTINONE,97.52,101.22,101.79,101.96,98.62,97.21,99.03
S.pombe,CCC0343D1,E,11,RUTIN,98.9,99.63,103.61,99.72,101.72,98.38,101.67
S.pombe,CCC0353D1,E,7,RX 821002 hydrochloride,99.74,100.91,98.92,100.06,100.04,97.73,99.97
S.pombe,CCC0340D1,H,11,RYANODINE,96.48,97.85,99.08,94.76,93.87,99.39,91.91
S.pombe,CCC0353D1,F,2,S(-)-3PPP hydrochloride,100.4,103.24,98.58,97.72,100.08,98.25,98.52
S.pombe,CCC0347D1,A,6,S-(-)-Carbidopa,99.48,100.32,98.61,99.59,99.64,98.89,99.44
S.pombe,CCC0348D1,F,8,S(-)-DS 121 hydrochloride,99.8,98.67,101.3,100.39,103.16,100.95,100.05
S.pombe,CCC0337D1,F,3,S(-)Eticlopride hydrochloride,101.33,101.14,98.78,99.75,100.42,101.85,99.95
S.pombe,CCC0348D1,D,11,S-(-)-Eticlopride hydrochloride,100.04,103.9,101.65,98.79,98.49,97.84,100.31
S.pombe,CCC0350D1,G,6,S(-)-IBZM,98.2,100.5,100.43,99.45,98.15,101.87,98.9
S.pombe,CCC0344D1,D,7,S(-)-p-Bromotetramisole oxalate,97.88,100.35,98.8,104.37,97.88,101.5,102.02
S.pombe,CCC0353D1,H,3,S(-)-Pindolol,99.37,100.1,101.46,101.2,98.58,97.78,100.92
S.pombe,CCC0337D1,E,8,S(-)-terguride hydrogen maleate,100.38,101.03,100.71,100.87,102.98,102.83,104.32
S.pombe,CCC0354D1,A,10,S(-)-Timolol maleate,101.34,97.98,101.91,103.76,99.86,99.76,100.6
S.pombe,CCC0355D1,G,4,S(-)-UH-301 hydrochloride,100.16,101.69,107.07,105.06,99.78,100,102.08
S.pombe,CCC0355D1,H,6,S(-)-Willardiine,102.03,100.03,101.95,100.49,98.5,99.56,100
S.pombe,CCC0337D1,C,8,S-(+)-ibuprofen,98.48,95.65,97.11,97.84,97.55,95.96,99.88
S.pombe,CCC0353D1,C,4,"S(+)-PD 128,907 hydrochloride",99.61,100.42,101.55,100.17,102.22,100.53,99.08
S.pombe,CCC0353D1,C,8,S(+)-Raclopride L-tartrate,100.45,100.72,98.09,97.88,99.36,98.35,100.34
S.pombe,CCC0361D1,A,5,"S-(1,2-DICARBOXYETHYL)GLUTATHIONE",97.17,100.32,99.79,95.43,95.94,100.55,102.48
S.pombe,CCC0344D1,B,8,S-(4-Nitrobenzyl)-6-thioguanosine,101.16,99.35,102.79,101.27,103.06,99.87,99.84
S.pombe,CCC0351D1,H,10,S-(4-Nitrobenzyl)-6-thioinosine,102.21,100.93,99.53,98.3,100.32,100.04,97.38
S.pombe,CCC0344D1,G,9,S-(p-Azidophenacyl)glutathione,100.17,100.15,103.92,99.83,99.95,101.24,98.45
S.pombe,CCC0355D1,B,7,S-5-Iodowillardiine,97.51,99.18,99.66,100.9,100.91,100.56,95.79
S.pombe,CCC0357D1,A,6,SACCHARIN,97.93,97.47,99.06,98.11,101.45,98.09,97.42
S.pombe,CCC0361D1,C,9,SAFROLE,4.44,62.39,1.71,18.65,6.49,73.65,35.49
S.pombe,CCC0364D1,A,4,SAFROLGLYCOL,100.25,94.7,-1.46,3.18,1.3,22.59,25.98
S.pombe,CCC0328D1,D,9,Salbutamol,99.22,102.75,102.33,101.48,102.13,101.1,102.98
S.pombe,CCC0361D1,G,5,SALICIN,100.46,98.52,99.84,101.81,74.35,99,95.04
S.pombe,CCC0360D1,E,3,SALICYL ALCOHOL,103.98,102.93,104.65,104.8,102.96,102.07,103.49
S.pombe,CCC0357D1,B,3,SALICYLAMIDE,99.13,101.55,102.73,100.52,96.87,101.7,104.37
S.pombe,CCC0343D1,G,5,SALINOMYCIN,100.35,98.09,100,101.54,100.42,102.58,99.81
S.pombe,CCC0337D1,G,6,Salmeterol,93.04,94.4,94.18,96.84,95.64,98.77,98.67
S.pombe,CCC0354D1,A,3,Salmeterol xinafoate,93.8,99.21,94.68,90.41,92.87,103.85,97.31
S.pombe,CCC0344D1,H,2,SALSOLINE,100.81,103.3,98.8,99.72,99.64,101.21,102.16
S.pombe,CCC0333D1,G,9,Salsolinol hydrobromide,99.56,98.68,100.1,98.33,96.62,99.31,98.19
S.pombe,CCC0344D1,H,11,Sandoz 58-035,98.94,98.64,99.1,100,97.35,99.86,96.24
S.pombe,CCC0338D1,C,8,Sanguinarine,98.79,97.29,98.4,88.66,99.51,95.54,99.62
S.pombe,CCC0368D1,G,9,SANGUINARINE SULFATE,83.85,72.12,5.52,49.09,-0.62,98.53,68.02
S.pombe,CCC0367D1,E,10,SAPINDOSIDE A,99.44,101.11,72.9,103.65,86.59,99.16,100.66
S.pombe,CCC0341D1,F,9,SAPONARIN,101.07,100.81,100.78,101.39,99.54,98.33,100.65
S.pombe,CCC0364D1,B,9,SAPPANONE A 7-METHYL ETHER,106.32,105.77,99.55,87.78,105.85,102.54,98.25
S.pombe,CCC0364D1,B,11,SAPPANONE A DIMETHYL ETHER,82.82,88.65,47.23,92.72,76.28,85.58,91.9
S.pombe,CCC0358D1,F,2,SAPPANONE A TRIMETHYL ETHER,92.51,99.53,87.2,90.28,88.64,99.81,99.47
S.pombe,CCC0339D1,H,5,Saquinavir mesylate,101.06,98.97,99.53,99.37,98.34,103.36,102.43
S.pombe,CCC0363D1,C,2,SARAFLOXACIN HYDROCHLORIDE,94.87,-0.96,100.39,101.25,95.25,97.37,102.06
S.pombe,CCC0368D1,D,8,SARMENTOGENIN,97.75,103.82,106.08,99.84,100,94.33,100.29
S.pombe,CCC0356D1,E,2,SARMENTOSIDE B,104.3,101.96,100.99,99.84,102.13,98.37,101.13
S.pombe,CCC0342D1,A,9,SARSASAPOGENIN,100.3,98.8,97.35,98.68,101.65,99.28,99.49
S.pombe,CCC0345D1,E,9,SB 200646 hydrochloride,100.85,102.85,100.63,101.42,99.82,100.68,105.53
S.pombe,CCC0346D1,G,3,SB 202190,100.64,100.39,100.7,99.89,100.09,91.48,102
S.pombe,CCC0347D1,H,9,SB 203186,99.98,98.25,100.25,99.93,99.51,99.84,99.86
S.pombe,CCC0353D1,C,11,SB 204070 hydrochloride,104.61,99.58,106.35,98.5,103.62,98.98,100.71
S.pombe,CCC0346D1,D,11,SB 204741,96.46,101.24,100.35,102.07,97.42,98.9,99.77
S.pombe,CCC0354D1,F,2,SB 205384,97.19,101.5,98.13,98.55,102.34,99.38,100.41
S.pombe,CCC0354D1,G,5,SB 206553 hydrochloride,102.89,100.18,98.54,103.31,100.01,98.88,99.77
S.pombe,CCC0352D1,C,6,SB 216763,98.95,100.72,99.42,99.27,103.12,98.42,99.68
S.pombe,CCC0349D1,B,8,SB 218795,101.57,98.93,99.67,99.86,98.45,100.1,101.78
S.pombe,CCC0345D1,G,11,SB 222200,99.03,99.28,97.44,96.35,100.74,96.27,93.53
S.pombe,CCC0354D1,H,5,SB 224289 hydrochloride,96.47,98.51,95.36,84.64,99.99,100.07,97.43
S.pombe,CCC0350D1,E,3,SB 228357,100.15,98.93,99.78,100.17,99.29,98.42,99.42
S.pombe,CCC0354D1,B,2,SB 269970 hydrochloride,98.82,99.16,95.82,98.93,98.59,98.32,98.5
S.pombe,CCC0348D1,E,9,SB 415286,100.63,99.11,101.9,99.92,100.8,103.57,102.07
S.pombe,CCC0353D1,H,8,SB-366791,-1.4,-1.19,-1.81,-6.03,-1.84,-1.21,0.36
