"compound","cal","cne","sce","spo"
"tomatine_TB",101.525,97.745,96.06,99.81
"tomoxetine_AmpB",105.23,81.02,98.9,102.06
"tomoxetine_Ben",100.8,100.8,96.87,105.15
"tomoxetine_CF",107.37,103.41,104.22,101.23
"tomoxetine_Cyp",100.13,74.27,95.43,100.72
"tomoxetine_DMSO",100.73,100.63,99.5,98.87
"tomoxetine_FL",103.7,100.82,100.84,100
"tomoxetine_TB",102.09,70.51,100.5,98.85
"topiramate_AmpB",101.01,98.22,108.47,99.9
"topiramate_Ben",102.83,100.43,97.18,102.1
"topiramate_CF",101.32,99.82,101.91,100.38
"topiramate_Cyp",97.92,81.5,98.63,105.4
"topiramate_DMSO",100.36,91.35,102.82,100.27
"topiramate_FL",85.13,100.79,100.31,98.34
"topiramate_TB",100.5,106.65,103.7,98.87
"torsemide_AmpB",106.7,104.76,103.1,100.24
"torsemide_Ben",107.17,102.56,98.58,101.05
"torsemide_CF",101.14,106.34,106.13,101.44
"torsemide_Cyp",104.31,95.12,95.68,99.95
"torsemide_DMSO",102.58,100.76,97.7,104.21
"torsemide_FL",93.73,105.43,102.66,98.84
"torsemide_TB",104.82,107.19,103.5,101.09
"totaralolal_AmpB",93.8,103.32,115.4,105.14
"totaralolal_Ben",98.88,101.01,98.02,101.42
"totaralolal_CF",103.65,96.93,104.73,102.23
"totaralolal_Cyp",99.21,100.82,99.06,99.97
"totaralolal_DMSO",97.14,99.1,94.52,99.05
"totaralolal_FL",103.65,100.73,100.16,100
"totaralolal_TB",100.02,78.25,98.53,100.81
"totarol acetate_AmpB",103.2,105.13,98.53,104.2
"totarol acetate_Ben",99.42,118.31,93.04,95.42
"totarol acetate_CF",101.75,101.87,106.08,102.38
"totarol acetate_Cyp",100.03,108.45,100.88,100.1
"totarol acetate_DMSO",104.72,106.82,98.79,99
"totarol acetate_FL",92.81,116.05,100.49,99.75
"totarol acetate_TB",96.87,99.11,100.58,99.75
"totarol-19-carboxylic acid, methyl ester_AmpB",94.6,85.33,102,97.15
"totarol-19-carboxylic acid, methyl ester_Ben",96.36,89.21,76.14,96.93
"totarol-19-carboxylic acid, methyl ester_CF",77.02,0.81,82.07,84.31
"totarol-19-carboxylic acid, methyl ester_Cyp",101.5,98.51,99.55,8.85
"totarol-19-carboxylic acid, methyl ester_DMSO",93.44,93.65,104.42,59.85
"totarol-19-carboxylic acid, methyl ester_FL",95.26,103.32,101.44,104.51
"totarol-19-carboxylic acid, methyl ester_TB",94.87,103.11,98.98,100.63
"tpmpa_AmpB",58.735,99.76,103.82,100.82
"tpmpa_Ben",102.855,110.585,102.72,98.79
"tpmpa_CF",55.9,79.29,106.28,98.6
"tpmpa_Cyp",101.31,103.46,100.93,98.17
"tpmpa_DMSO",98.735,102.655,99.11,97.87
"tpmpa_FL",104.315,104.14,100.49,101.5
"tpmpa_TB",102.115,90.375,100.25,100.15
"tracazolate hydrochloride_AmpB",100.65,101.65,93.58,98.82
"tracazolate hydrochloride_Ben",93.35,95.7,94.9,100.9
"tracazolate hydrochloride_CF",96.67,99.54,82.8,101.11
"tracazolate hydrochloride_Cyp",99.47,109.41,102.37,98.85
"tracazolate hydrochloride_DMSO",100.02,102.18,102.79,100.42
"tracazolate hydrochloride_FL",137.4,101.2,104.8,90.17
"tracazolate hydrochloride_TB",96.4,95.5,97.19,98.27
"tranexamic acid_AmpB",100.695,99.985,98.95,99.57
"tranexamic acid_Ben",106.2,102.59,100.87,100.28
"tranexamic acid_CF",99.015,101.215,101.16,96
"tranexamic acid_Cyp",102.105,97.01,100.08,97.15
"tranexamic acid_DMSO",103.705,101.2,100.83,98.58
"tranexamic acid_FL",99.615,100.75,98.44,98.46
"tranexamic acid_TB",103.41,104.515,92.91,99.63
"tranilast_AmpB",98.06,97.84,98.05,96.82
"tranilast_Ben",101.33,110.72,94.85,99.46
"tranilast_CF",98.87,97.19,103.65,102.16
"tranilast_Cyp",94.68,100.07,101.86,100.52
"tranilast_DMSO",95.28,95.53,101.41,100.24
"tranilast_FL",98.52,90.65,101.38,98.83
"tranilast_TB",99.49,81.41,97.74,100.32
"trans-azetidine-2,4-dicarboxylic acid_AmpB",99.64,105.39,97.64,98.58
"trans-azetidine-2,4-dicarboxylic acid_Ben",100.62,102.01,95.72,101.61
"trans-azetidine-2,4-dicarboxylic acid_CF",100.92,99.63,99.28,98.47
"trans-azetidine-2,4-dicarboxylic acid_Cyp",97.6,102.64,100.13,98.56
"trans-azetidine-2,4-dicarboxylic acid_DMSO",98.46,101.29,97.42,99.81
"trans-azetidine-2,4-dicarboxylic acid_FL",118.69,103.29,97.66,93.65
"trans-azetidine-2,4-dicarboxylic acid_TB",100.32,101.46,99.79,94.75
"tranylcypromine hydrochloride_AmpB",99.46,100.82,99.595,101.35
"tranylcypromine hydrochloride_Ben",106.175,98.425,102.5,100.34
"tranylcypromine hydrochloride_CF",96.135,79.985,102.06,101.125
"tranylcypromine hydrochloride_Cyp",102.735,87.19,101.41,100.95
"tranylcypromine hydrochloride_DMSO",99.65,105.915,100.765,101.505
"tranylcypromine hydrochloride_FL",99.325,106.375,100.005,100.265
"tranylcypromine hydrochloride_TB",102.185,100.575,98.33,99.405
"tranylcypromine sulfate_AmpB",101.53,116.17,99.97,102.67
"tranylcypromine sulfate_Ben",98.91,98.79,101.01,100.48
"tranylcypromine sulfate_CF",98.59,98.75,101.33,101.8
"tranylcypromine sulfate_Cyp",99.35,103.44,104.66,103.27
"tranylcypromine sulfate_DMSO",100.6,101.06,101.88,101.27
"tranylcypromine sulfate_FL",100.22,94.58,107.91,103.57
"tranylcypromine sulfate_TB",99.24,100.02,109.31,100
"trapidil_AmpB",101.87,96.49,101.49,100.5
"trapidil_Ben",102.43,103.05,102.01,99.45
"trapidil_CF",99.5,108.02,98.27,99.11
"trapidil_Cyp",112.61,105.99,99.54,101.39
"trapidil_DMSO",106.66,101.56,98.85,102
"trapidil_FL",96.06,111.43,101.56,101.23
"trapidil_TB",98.77,99.67,104.13,100.95
"trazodone hydrochloride_AmpB",101.743333333333,100.133333333333,106.83,100.58
"trazodone hydrochloride_Ben",98.7133333333333,100.203333333333,103.82,99.32
"trazodone hydrochloride_CF",102.103333333333,101.21,102.1,104.76
"trazodone hydrochloride_Cyp",99.3633333333333,101.793333333333,99.06,101.03
"trazodone hydrochloride_DMSO",100.606666666667,96.01,98.91,100.32
"trazodone hydrochloride_FL",102.21,92.47,102.87,100.54
"trazodone hydrochloride_TB",101.343333333333,96.4033333333333,104.2,102.84
"tremorine dihydrochloride_AmpB",108.86,95.89,97.47,102.29
"tremorine dihydrochloride_Ben",100.74,105.61,100.82,99.63
"tremorine dihydrochloride_CF",100.34,109.89,104.66,95.84
"tremorine dihydrochloride_Cyp",99.13,74.5,101.36,100.3
"tremorine dihydrochloride_DMSO",99.73,99.7,103.44,98.22
"tremorine dihydrochloride_FL",108.64,90.62,96.09,98.54
"tremorine dihydrochloride_TB",98.44,98.4,100.23,100.62
"trequinsin hydrochloride_AmpB",102.26,84.87,105.83,102.01
"trequinsin hydrochloride_Ben",99.09,97.58,100.66,100.18
"trequinsin hydrochloride_CF",55.85,99.45,102.55,102.16
"trequinsin hydrochloride_Cyp",93.04,69.45,102.12,101.03
"trequinsin hydrochloride_DMSO",99.17,99.74,100.83,102.99
"trequinsin hydrochloride_FL",103.94,95.02,101.23,100.5
"trequinsin hydrochloride_TB",96.12,45.27,101.85,100.73
"triacetin_AmpB",99.85,98.85,97.1,98.59
"triacetin_Ben",101.7,82.2,92.95,106.15
"triacetin_CF",99.69,100,100,103.38
"triacetin_Cyp",98.5,89.65,100.18,106.98
"triacetin_DMSO",102.86,99.77,100,101.6
"triacetin_FL",101.02,126.48,102.92,101.08
"triacetin_TB",102.95,102.22,101.69,101.41
"triacetylresveratrol_AmpB",100.97,101.27,101.81,96.88
"triacetylresveratrol_Ben",102.12,101.37,91.36,103.51
"triacetylresveratrol_CF",105.74,101,31.74,83.33
"triacetylresveratrol_Cyp",102.52,98.26,94.1,110.84
"triacetylresveratrol_DMSO",99.02,99.11,105.34,97.89
"triacetylresveratrol_FL",101.75,86.23,102.24,100.91
"triacetylresveratrol_TB",103.47,101.95,103.72,103.12
"triadimefon_AmpB",48.61,84.32,107.78,99.89
"triadimefon_Ben",32.01,70.68,99.96,100.03
"triadimefon_CF",1.86,59.13,105.09,99.37
"triadimefon_Cyp",63.6,103.74,97.32,98.62
"triadimefon_DMSO",37.6,89.42,95.72,99.7
"triadimefon_FL",30.19,66.17,95.89,98.41
"triadimefon_TB",8.05,53.14,102.88,99.24
"triamcinolone acetonide_AmpB",102.07,100.24,101.12,102.56
"triamcinolone acetonide_Ben",100.45,113.11,111.48,80.16
"triamcinolone acetonide_CF",107.47,103.77,102.76,95.91
"triamcinolone acetonide_Cyp",102.06,103.39,103.74,112.71
"triamcinolone acetonide_DMSO",99.23,99.69,100.91,101.06
"triamcinolone acetonide_FL",104.73,87.29,103.49,102.9
"triamcinolone acetonide_TB",98.68,99.13,103.41,103.07
"triamcinolone diacetate_AmpB",101.29,97.84,100.76,101.31
"triamcinolone diacetate_Ben",100.46,99.32,100.91,104.17
"triamcinolone diacetate_CF",101.17,98.62,101.87,100.27
"triamcinolone diacetate_Cyp",99.63,100.26,103.18,104.85
"triamcinolone diacetate_DMSO",97.9,97.46,103.82,101.87
"triamcinolone diacetate_FL",104.56,104.79,106.23,100.41
"triamcinolone diacetate_TB",99.36,100.12,103.12,102.29
"triamcinolone_AmpB",100.623333333333,105.516666666667,98.15,99.34
"triamcinolone_Ben",99.8766666666667,100.54,100.15,101.66
"triamcinolone_CF",102.25,100.026666666667,97.36,94.35
"triamcinolone_Cyp",101.25,87.97,104.49,97.33
"triamcinolone_DMSO",101.216666666667,101.593333333333,97.62,103.68
"triamcinolone_FL",101.62,100.873333333333,97.45,101.71
"triamcinolone_TB",101.583333333333,101.936666666667,96.47,99.7
"triamterene_AmpB",99.51,99.4333333333333,101.26,101
"triamterene_Ben",98.5166666666667,89.4733333333333,103.44,98.85
"triamterene_CF",100.34,103.076666666667,100.61,99.12
"triamterene_Cyp",99.99,94.5166666666667,107.64,99.36
"triamterene_DMSO",99.42,99.8033333333333,100.03,100.83
"triamterene_FL",102.546666666667,93.85,103.22,101.6
"triamterene_TB",99.1333333333333,89.7566666666667,102.45,101.97
"tribenoside_AmpB",44.27,69.78,2.51,102.88
"tribenoside_Ben",95.09,96.32,100.02,99.25
"tribenoside_CF",7.91,96.43,74.74,101.06
"tribenoside_Cyp",101.15,78.35,103.51,100.12
"tribenoside_DMSO",94.85,97.3,100.88,99.88
"tribenoside_FL",124.43,99,102.6,95.06
"tribenoside_TB",100,108.51,98.28,101.1
"trichlorfon_AmpB",98.575,103.42,98.28,99.48
"trichlorfon_Ben",102.375,114.91,99.34,100.41
"trichlorfon_CF",101.6,101.13,101.44,97.78
"trichlorfon_Cyp",99.165,85.97,97.4,100.25
"trichlorfon_DMSO",101.35,100.985,98.5,100.25
"trichlorfon_FL",99.04,94.325,99.77,98.24
"trichlorfon_TB",102.815,104.945,105.34,101.07
"trichlormethiazide_AmpB",100.875,97.595,103.43,102.35
"trichlormethiazide_Ben",100.835,100.87,99.65,98.96
"trichlormethiazide_CF",100.405,71.89,100.06,98.82
"trichlormethiazide_Cyp",98.94,94.305,101.8,99.92
"trichlormethiazide_DMSO",101.63,101.595,106.31,101.5
"trichlormethiazide_FL",105.59,98.545,100.26,102.16
"trichlormethiazide_TB",97.775,100.045,96.93,103.51
"trichlormethine_AmpB",104.04,-2.32,102.51,100.03
"trichlormethine_Ben",104.25,-0.1,104.99,78.92
"trichlormethine_CF",99.32,-0.47,99.11,98.35
"trichlormethine_Cyp",102.89,1.23,101.18,99.22
"trichlormethine_DMSO",100.13,12.09,100.87,100.54
"trichlormethine_FL",102.28,-7.4,101.29,98.13
"trichlormethine_TB",100.79,0.04,101.92,98.39
"trichodesmine_AmpB",105.94,102.37,106.25,102.12
"trichodesmine_Ben",102.35,100.58,100.34,99.94
"trichodesmine_CF",100.36,102.93,102.03,106.2
"trichodesmine_Cyp",101.01,104.36,101.59,102.98
"trichodesmine_DMSO",101.62,103.06,103.48,102.4
"trichodesmine_FL",100.4,107.49,104.44,100.05
"trichodesmine_TB",99.34,112.62,103.73,102.96
"tridesacetoxykhivorin_AmpB",99.26,60.66,101.325,49.485
"tridesacetoxykhivorin_Ben",100.86,81.74,61.5,64.935
"tridesacetoxykhivorin_CF",103.29,99.02,58.37,64.585
"tridesacetoxykhivorin_Cyp",101.26,100.42,84.925,59.915
"tridesacetoxykhivorin_DMSO",102.84,103.01,97.22,97.675
"tridesacetoxykhivorin_FL",95.46,90.62,96.945,91.72
"tridesacetoxykhivorin_TB",105.64,103.58,47.415,96.59
"tridihexethyl chloride_AmpB",101.16,111,99.96,98.21
"tridihexethyl chloride_Ben",100,101.39,100.89,98.69
"tridihexethyl chloride_CF",102.13,102.88,100.56,96.72
"tridihexethyl chloride_Cyp",102.97,98.86,100.12,99.59
"tridihexethyl chloride_DMSO",101.17,100.31,96.7,99.16
"tridihexethyl chloride_FL",109.19,80.77,93.73,98.43
"tridihexethyl chloride_TB",102.72,99.88,104.77,98.78
"trifluoperazine dihydrochloride_AmpB",63.7133333333333,3.38666666666667,98.29,101.01
"trifluoperazine dihydrochloride_Ben",98.8166666666667,100.816666666667,104.41,99.87
"trifluoperazine dihydrochloride_CF",30.8966666666667,80.3133333333333,82.23,100.53
"trifluoperazine dihydrochloride_Cyp",97.2666666666667,87.9833333333333,103.05,99.99
"trifluoperazine dihydrochloride_DMSO",93.74,94.74,101.51,100.34
"trifluoperazine dihydrochloride_FL",98.25,99.5566666666667,102.77,99.34
"trifluoperazine dihydrochloride_TB",92.3766666666667,106.903333333333,100.62,101.39
"trifluperidol hydrochloride_AmpB",108.3,101.095,103.5,99.35
"trifluperidol hydrochloride_Ben",103.505,101.78,103.03,102.63
"trifluperidol hydrochloride_CF",65.85,79.69,99.8,98.88
"trifluperidol hydrochloride_Cyp",101.985,87.08,100.86,99.94
"trifluperidol hydrochloride_DMSO",101.65,99.16,99.62,100.44
"trifluperidol hydrochloride_FL",103.015,90.51,103.29,99.94
"trifluperidol hydrochloride_TB",99.815,102.79,100.25,100.46
"triflupromazine hydrochloride_AmpB",99.8566666666667,64.74,101.46,95.645
"triflupromazine hydrochloride_Ben",99.2233333333333,97.1833333333333,99.91,100.59
"triflupromazine hydrochloride_CF",45.4466666666667,98.78,98.895,100.8
"triflupromazine hydrochloride_Cyp",97.7533333333333,98.0733333333333,100.19,108.015
"triflupromazine hydrochloride_DMSO",98.05,99.75,98.775,99.97
"triflupromazine hydrochloride_FL",100.94,103.836666666667,102.025,101.275
"triflupromazine hydrochloride_TB",99.1933333333333,101.576666666667,101.66,100.065
"trifluralin_AmpB",100.51,99.27,99.37,101.68
"trifluralin_Ben",97.15,96.83,107.96,101.22
"trifluralin_CF",102.01,99.4,105.53,105.43
"trifluralin_Cyp",96.71,103.96,105.65,95.98
"trifluralin_DMSO",97.66,101.86,96.09,101.04
"trifluralin_FL",81.56,102.99,99.07,100.51
"trifluralin_TB",100.49,99.48,102.31,102.49
"trifluridine_AmpB",102.01,91.66,98.29,104.87
"trifluridine_Ben",101.285,104.065,100.94,101.82
"trifluridine_CF",100.44,101.395,101.91,100.74
"trifluridine_Cyp",100.005,103.175,101.06,97.94
"trifluridine_DMSO",101.87,105.49,96.45,100.05
"trifluridine_FL",98.64,97.675,99.84,99.97
"trifluridine_TB",100.15,65.185,98.27,98.24
"triflusal_AmpB",90.13,92.08,97.73,97.25
"triflusal_Ben",89.79,96.7,90.86,96.83
"triflusal_CF",91.36,88.98,96.49,100.04
"triflusal_Cyp",91.49,97.8,89.26,98.24
"triflusal_DMSO",87.66,87.62,91.04,98.69
"triflusal_FL",94.09,71.51,90,98.42
"triflusal_TB",88.31,83.01,93,96.96
"trigonelline_AmpB",102.965,107.89,96.9,101
"trigonelline_Ben",97.785,87.525,100.37,101.26
"trigonelline_CF",101.635,100.6,103.25,98.93
"trigonelline_Cyp",100.655,96.325,100.78,100.55
"trigonelline_DMSO",103.07,103.1,102.17,101.43
"trigonelline_FL",101.77,107.49,104.77,102.18
"trigonelline_TB",99.01,100.935,101.38,100.69
"trihexyphenidyl-d,l hydrochloride_AmpB",102.55,96.66,104.64,100.87
"trihexyphenidyl-d,l hydrochloride_Ben",105.99,102.91,101.41,98.84
"trihexyphenidyl-d,l hydrochloride_CF",102.16,99.08,104.15,99.49
"trihexyphenidyl-d,l hydrochloride_Cyp",99.23,102.49,98.24,102.55
"trihexyphenidyl-d,l hydrochloride_DMSO",106.59,106.36,94.64,99.76
"trihexyphenidyl-d,l hydrochloride_FL",113.17,98.92,100.59,103.71
"trihexyphenidyl-d,l hydrochloride_TB",101.23,105.76,103.88,102.36
"trimedlure_AmpB",104.44,103.5,-0.92,-1.06
"trimedlure_Ben",98,99.81,-0.96,-3.71
"trimedlure_CF",101.71,101.61,-1.43,1.93
"trimedlure_Cyp",102.9,101.73,14.29,-1.26
"trimedlure_DMSO",102.25,104.74,-0.52,-1.33
"trimedlure_FL",101.65,93.72,-0.81,-3.14
"trimedlure_TB",98.19,99.31,-1.36,-3.33
"trimeprazine tartrate_AmpB",98.895,89.15,103.63,100.62
"trimeprazine tartrate_Ben",101.34,103.51,98.59,100.48
"trimeprazine tartrate_CF",85.235,102.035,99.25,100.9
"trimeprazine tartrate_Cyp",101.935,95.485,99.49,96.2
"trimeprazine tartrate_DMSO",100.01,100.45,98.54,99.35
"trimeprazine tartrate_FL",101.865,98.325,98.12,101.31
"trimeprazine tartrate_TB",98.745,108.07,103.64,104.17
"trimetazidine dihydrochloride_AmpB",98.3,109.75,97.69,99.06
"trimetazidine dihydrochloride_Ben",102.48,96.97,99.48,102.97
"trimetazidine dihydrochloride_CF",101.7,99.64,100.96,100.3
"trimetazidine dihydrochloride_Cyp",101.63,110.58,97.74,97.87
"trimetazidine dihydrochloride_DMSO",104.24,104.2,104.73,99.65
"trimetazidine dihydrochloride_FL",93.56,106.03,95.03,101.63
"trimetazidine dihydrochloride_TB",101.84,103.06,97.43,97.81
"trimethadione_AmpB",101.49,100.26,101.2,100
"trimethadione_Ben",101.98,104.85,101.32,95.97
"trimethadione_CF",99.99,101.26,100.59,105.14
"trimethadione_Cyp",99.72,110.89,101.29,99.71
"trimethadione_DMSO",99.16,99.12,100.11,99.11
"trimethadione_FL",107.35,82.04,100.95,102.01
"trimethadione_TB",96.77,99.8,99.85,96.69
"trimethobenzamide hydrochloride_AmpB",103.99,102.72,104.37,96.34
"trimethobenzamide hydrochloride_Ben",105.535,113.81,99.22,100.98
"trimethobenzamide hydrochloride_CF",101.875,99.735,94.68,99.2
"trimethobenzamide hydrochloride_Cyp",101.075,98.84,100.44,100.58
"trimethobenzamide hydrochloride_DMSO",98.165,98.43,101.12,99.71
"trimethobenzamide hydrochloride_FL",98.735,102.315,101.24,98.28
"trimethobenzamide hydrochloride_TB",101.805,102.635,97.97,99.48
"trimethoprim_AmpB",100.305,100.5875,102.35,102.65
"trimethoprim_Ben",102.6125,100.9,99.1,100.78
"trimethoprim_CF",100.75,104.9725,104.44,102.6
"trimethoprim_Cyp",100.9,101.25,99.31,99.18
"trimethoprim_DMSO",100.0925,97.945,102.48,99.37
"trimethoprim_FL",100.2575,90.68,101.08,101.69
"trimethoprim_TB",102.375,104.1525,100.74,99.09
"trimethylcolchicinic acid_AmpB",-1.81,1.28,-2.56,100.85
"trimethylcolchicinic acid_Ben",99.66,94.13,97.51,100.05
"trimethylcolchicinic acid_CF",0.19,83.14,-2.01,95.49
"trimethylcolchicinic acid_Cyp",105.3,97.77,95.65,100.18
"trimethylcolchicinic acid_DMSO",99.49,99.45,104.91,100.05
"trimethylcolchicinic acid_FL",108.7,95.45,99.21,101.06
"trimethylcolchicinic acid_TB",103.93,102.65,97.23,100.13
"trimipramine maleate salt_AmpB",95.81,95.34,94.93,87.46
"trimipramine maleate salt_Ben",94.1,100.59,95.31,89.98
"trimipramine maleate salt_CF",99.15,95.88,86.7,81.1
"trimipramine maleate salt_Cyp",96.08,101.05,95.96,88.53
"trimipramine maleate salt_DMSO",98.24,98.02,97.38,93.39
"trimipramine maleate salt_FL",115.43,111.14,99.9,93.47
"trimipramine maleate salt_TB",97.63,98.64,98.47,89.68
"trioxsalen_AmpB",95.865,101.905,103.41,98.95
"trioxsalen_Ben",96.125,99.64,94.74,100.3
"trioxsalen_CF",101.595,95.53,93.68,100.64
"trioxsalen_Cyp",93.315,90.86,99.52,100.15
"trioxsalen_DMSO",93.86,93.73,99.7,99.85
"trioxsalen_FL",114.075,91.405,100.01,98.52
"trioxsalen_TB",97.51,45.23,105.45,97.17
"triprolidine hydrochloride_AmpB",102.146666666667,99.5833333333333,98.58,99.97
"triprolidine hydrochloride_Ben",97.77,100.946666666667,101.19,99.17
"triprolidine hydrochloride_CF",100.773333333333,104.386666666667,101,99.36
"triprolidine hydrochloride_Cyp",100.35,99.8066666666667,100.89,100.88
"triprolidine hydrochloride_DMSO",98.0466666666667,100.91,98.42,101.82
"triprolidine hydrochloride_FL",95.53,99.44,103.45,100.76
"triprolidine hydrochloride_TB",99.99,99.6066666666667,98.36,97.94
"triptophenolide_AmpB",95.54,109.01,99.37,99.46
"triptophenolide_Ben",97.13,94.55,100.91,101.97
"triptophenolide_CF",97.49,96.54,104.96,100.5
"triptophenolide_Cyp",99.12,108.68,102.15,109.2
"triptophenolide_DMSO",99.41,99.5,97.86,100.38
"triptophenolide_FL",101.02,98.89,98.99,101.56
"triptophenolide_TB",101.74,90.44,101.14,98.61
"trisodium ethylenediamine tetracetate_AmpB",103.74,95.22,98.24,103.88
"trisodium ethylenediamine tetracetate_Ben",101.28,69.78,99.89,98.2
"trisodium ethylenediamine tetracetate_CF",104.81,104.72,106.36,99.28
"trisodium ethylenediamine tetracetate_Cyp",99.52,106.72,104.15,82.17
"trisodium ethylenediamine tetracetate_DMSO",98.07,100.35,101.99,98.13
"trisodium ethylenediamine tetracetate_FL",90.22,81.77,103.19,103.87
"trisodium ethylenediamine tetracetate_TB",107.84,107.24,65.63,98.15
"troleandomycin_AmpB",74.4,-1.79333333333333,104.25,100.75
"troleandomycin_Ben",95.6666666666667,93.58,99.29,99.3
"troleandomycin_CF",2.58666666666667,95.1333333333333,87.73,102.08
"troleandomycin_Cyp",98.05,103.686666666667,105.84,98.58
"troleandomycin_DMSO",97.8633333333333,98.7533333333333,100.25,99.12
"troleandomycin_FL",100.19,97.27,99.46,103.8
"troleandomycin_TB",101.21,89.13,100.8,97.13
"trolox_AmpB",100.68,-1.36,87.5,100
"trolox_Ben",87.17,-3.41,99.31,102
"trolox_CF",102.25,1.88,99.57,102.94
"trolox_Cyp",100.4,10.09,99.51,101.82
"trolox_DMSO",101.49,-0.32,101,100.47
"trolox_FL",112.4,-5.03,105.7,100.24
"trolox_TB",101.42,-6.29,102.04,99.57
"tropicamide_AmpB",100.9625,98.175,99.13,99.67
"tropicamide_Ben",103.5475,94.17,96.86,99.02
"tropicamide_CF",100.7875,101.04,94.18,98.57
"tropicamide_Cyp",100.98,101.36,100.22,99.58
"tropicamide_DMSO",100.4325,101.41,101.38,99.32
"tropicamide_FL",98.095,102.975,103.94,100.07
"tropicamide_TB",98.385,94.17,100.36,98.87
"tropine_AmpB",99.1166666666667,100.756666666667,101.9,99.54
"tropine_Ben",100.79,93.48,98.69,99.83
"tropine_CF",97.4533333333333,99.6866666666667,99.01,98.98
"tropine_Cyp",101.326666666667,89.6,101.46,99.59
"tropine_DMSO",96.32,99.8466666666667,103.3,100.54
"tropine_FL",89.2366666666667,101.016666666667,101.34,98.17
"tropine_TB",100.096666666667,103.813333333333,103.41,98.57
"troxerutin_AmpB",102,101.34,98.85,94.53
"troxerutin_Ben",102.99,102.26,99.77,75.56
"troxerutin_CF",102.8,98.05,100.37,77.53
"troxerutin_Cyp",95.55,100.29,104.35,57.85
"troxerutin_DMSO",98.27,110.62,97.91,94.06
"troxerutin_FL",98,108.16,97.16,90.25
"troxerutin_TB",99.74,105.53,96.68,97.45
"tryptamine hydrochloride_AmpB",107.03,59.49,100.08,101.84
"tryptamine hydrochloride_Ben",105.13,99.91,97.91,104.07
"tryptamine hydrochloride_CF",102.36,103.26,101.23,102.87
"tryptamine hydrochloride_Cyp",101.77,101.93,101.72,100.18
"tryptamine hydrochloride_DMSO",102.89,94.98,103.7,103.73
"tryptamine hydrochloride_FL",102.88,102.68,101.58,99.76
"tryptamine hydrochloride_TB",102.9,96.54,99.42,103.04
"tryptamine_AmpB",100.23,98.76,97.66,100.83
"tryptamine_Ben",102.57,97.4,116.28,97.39
"tryptamine_CF",98.67,99.58,99.8,100.19
"tryptamine_Cyp",98.75,109.17,99.61,103.47
"tryptamine_DMSO",103.13,103.22,100.06,102.61
"tryptamine_FL",99.88,92.49,101.31,102.21
"tryptamine_TB",102.96,104.71,102.53,102.95
"tryptanthrin_AmpB",97.43,110.6,82.73,99.48
"tryptanthrin_Ben",83.26,88.94,51.54,99.73
"tryptanthrin_CF",94.53,98.58,88.02,100.08
"tryptanthrin_Cyp",99.41,100.46,17.93,99.48
"tryptanthrin_DMSO",97.19,98.77,83.56,99.68
"tryptanthrin_FL",105.22,98.92,94.69,94.71
"tryptanthrin_TB",100,88.02,84.84,104.63
"tryptophan_AmpB",102.18,111.4,103.84,100.67
